time,ticker,blockchain_type,min_value,max_value,average_amount,average_fee,average_gas_price,gas_used,difficulty,transaction_amount
1678528800,ETH,ETH,0.0,155171037129.53207,1612506749.3822815,0.00023758504059180098,142.28025875717697,16280246.0,58750003716598360000000,169
1678525200,ETH,ETH,0.0,278792022123.3333,3900646752.8305936,0.0003929862200336789,263.41627110503373,15460947.0,58750003716598360000000,140
1678521600,ETH,ETH,0.0,203200576121.6866,3143956086.848596,0.00019677713579117388,337.8601502124216,12827960.0,58750003716598360000000,136
1678518000,ETH,ETH,0.0,71967521928.90683,1366004612.431872,0.0002334144501396128,166.7907890802747,15037277.5,58750003716598360000000,134
1678514400,ETH,ETH,0.0,448468586500.0,5164807522.23578,0.0003447826434493175,142.45096786824232,14809977.333333334,58750003716598360000000,130
1678510800,ETH,ETH,0.0,150000560936.66666,1863239839.6459858,0.0002511280386061144,202.74152553987088,13116169.166666666,58750003716598360000000,122
1678507200,ETH,ETH,0.0,163526075844.43402,2393844269.255889,0.00023519011425767245,142.41085395506948,13839180.5,58750003716598360000000,116
1678503600,ETH,ETH,0.0,502584730916.88696,4736166520.092113,0.0002769017053107999,96.6841092981113,11703755.333333334,58750003716598360000000,114
1678500000,ETH,ETH,0.0,73384245913.86353,777736578.1362472,0.0003378630598771712,85.79811435495158,14631250.833333334,58750003716598360000000,123
1678496400,ETH,ETH,0.0,23356132514.488873,460223792.49251986,0.0003720551673376752,59.766443974896276,14991549.666666666,58750003716598360000000,123
1678492800,ETH,ETH,0.0,21289398350.0,332021309.20794696,0.00036322720214018267,40.24770935346509,15887727.833333334,58750003716598360000000,134
1678489200,ETH,ETH,0.0,99787661666.66667,1069176629.3746535,0.0002961513315593123,37.23407720237252,15764911.5,58750003716598360000000,119
1678485600,ETH,ETH,0.0,19037553177.770824,283920467.34773284,0.00022640107273549028,38.43105089590805,11994635.666666666,58750003716598360000000,121
1678482000,ETH,ETH,0.0,42987046335.914,540973670.8934271,0.0003139927339660626,45.06745526831647,13840026.166666666,58750003716598360000000,132
1678478400,ETH,ETH,0.0,54376819981.422424,656903652.848015,0.00029971202404710317,37.17593776847907,16160684.333333334,58750003716598360000000,162
1678474800,ETH,ETH,0.0,251820583258.33334,2373695193.902208,0.00026779167154329637,35.12036384908696,12673784.5,58750003716598360000000,140
1678471200,ETH,ETH,0.0,214745823499.69162,1190054275.5973024,0.00028190634699901194,53.42535149152845,16164746.5,58750003716598360000000,259
1678467600,ETH,ETH,0.0,489279445983.5057,3238024208.726242,0.00021043606267334613,37.71348476236021,11148131.333333334,58750003716598360000000,135
1678464000,ETH,ETH,0.0,36648132968.66248,378594102.2968902,0.00024013364308821607,37.76444381012045,18486829.333333332,58750003716598360000000,162
1678460400,ETH,ETH,0.0,66716460527.41434,938243191.4879394,0.00019139773093515956,50.20311686248156,10332179.666666666,58750003716598360000000,117
1678456800,ETH,ETH,0.0,111813290102.24316,822244388.3373904,0.00018291893711988051,29.677363436582535,15769054.0,58750003716598360000000,168
1678453200,ETH,ETH,0.0,103880915322.26808,850088850.5426737,0.0001899299213391924,27.588603064102198,16903204.833333332,58750003716598360000000,166
1678449600,ETH,ETH,0.0,79876379913.33333,952971060.2677565,0.0002285691256092146,33.21522139659195,12283593.5,58750003716598360000000,125
1678446000,ETH,ETH,0.0,90663888097.38472,1374784119.5537825,0.00021792492516599645,38.42987984786877,15072627.333333334,58750003716598360000000,149
1678442400,ETH,ETH,0.0,57184507577.77024,761869266.5685147,0.00019617440733406865,23.307539139137134,16650911.333333334,58750003716598360000000,153
1678438800,ETH,ETH,0.0,60542470305.532814,731445412.21343,0.00020276411194751335,23.301990303398195,16830123.166666668,58750003716598360000000,148
1678435200,ETH,ETH,1666666666666666600000000000000000000000000000000000000000000000000000000000000000000000000000000000,78129727930.20503,1329949380.9199038,0.0001767915673677611,23.175328605959667,10965452.833333334,58750003716598360000000,100
1678431600,ETH,ETH,0.0,41182964100.31376,645859383.5413908,0.00021707809819409576,25.113269229768154,13151185.833333334,58750003716598360000000,118
1678428000,ETH,ETH,0.0,30514862248.33991,369613417.4520033,0.00020640100345469336,24.09023281365567,18972014.0,58750003716598360000000,194
1678424400,ETH,ETH,0.0,56381838926.8198,894931554.7709199,0.00035735352895788046,25.65516516058467,15116419.833333334,58750003716598360000000,126
1678420800,ETH,ETH,0.0,37413455592.75727,509113311.5670995,0.0001759507162843259,28.469116224204324,15427257.5,58750003716598360000000,140
1678417200,ETH,ETH,0.0,27028533333.333332,496412612.4690945,0.00032822147169108204,30.43408607598671,14508844.166666666,58750003716598360000000,120
1678413600,ETH,ETH,0.0,1145511817237.01,10011074995.570684,0.0002768649427576537,34.6981088856597,14195018.0,58750003716598360000000,131
1678410000,ETH,ETH,0.0,252375473510.2246,1941163211.3837063,0.00021890179800357833,34.828300497548,16016600.0,58750003716598360000000,147
1678406400,ETH,ETH,0.0,81010997033.33333,780031812.2458959,0.00029361139557238934,36.80900401134798,18841748.0,58750003716598360000000,184
1678402800,ETH,ETH,0.0,57782651520.0,738623610.5512754,0.0002492681521065821,41.439101374930516,13846716.666666666,58750003716598360000000,144
1678399200,ETH,ETH,0.0,218490606022.6354,2015329484.8377173,0.0002126295861265682,96.62654175163875,15092217.333333334,58750003716598360000000,148
1678395600,ETH,ETH,0.0,96233692784.15337,1369511172.718528,0.00018171417977529394,56.35192831969662,14188140.166666666,58750003716598360000000,145
