time,ticker,blockchain_type,min_value,max_value,average_amount,average_fee,average_gas_price,gas_used,difficulty,transaction_amount
1676818800,ETH,ETH,0.0,11397507273.808916,195261603.16419706,0.00037815744706023416,32.818508371657764,13745695.333333334,58750003716598360000000,133
1676815200,ETH,ETH,0.0,18121666666.666668,255291395.75502157,0.00022026409850909275,34.90990869206063,15563444.0,58750003716598360000000,151
1676811600,ETH,ETH,0.0,17751869804.63898,262432213.57447514,0.00019867154586447922,34.96704071249245,13637399.833333334,58750003716598360000000,131
1676808000,ETH,ETH,0.0,24847176199.138535,382702151.47414666,0.00016622138375719112,23.789230906471147,10991455.666666666,58750003716598360000000,118
1676804400,ETH,ETH,0.0,18675608525.43095,303545752.3499331,0.00023084867722696135,22.580136448822845,14072760.333333334,58750003716598360000000,101
1676800800,ETH,ETH,0.0,6708133333.333333,175837420.13092634,0.0002848226518927666,21.337387038569187,20501568.333333332,58750003716598360000000,116
1676797200,ETH,ETH,0.0,29516666666.666668,464055460.0107748,0.0002106832744528963,22.43196894358937,16476620.833333334,58750003716598360000000,132
1676793600,ETH,ETH,0.0,50527246666.666664,505963152.06427354,0.00022029195927839802,23.868616740809003,14344126.333333334,58750003716598360000000,122
1676790000,ETH,ETH,0.0,83043496046.95479,1264169666.308299,0.00019181202230239908,24.60896240979038,13092306.5,58750003716598360000000,108
1676786400,ETH,ETH,0.0,18137277177.987583,461025977.1267759,0.00020759197277790478,27.250343398248482,15442166.0,58750003716598360000000,124
1676782800,ETH,ETH,0.0,21459376075.0,348552641.23584497,0.00023272593401976814,24.314567290372988,14476694.166666666,58750003716598360000000,114
1676779200,ETH,ETH,0.0,15436836173.592882,299169093.9799373,0.000463058766036861,32.028388529863,13829536.5,58750003716598360000000,120
1676775600,ETH,ETH,0.0,8008938990.0,317811012.5637322,0.0001961236440942225,33.6849420380178,13758513.0,58750003716598360000000,134
1676772000,ETH,ETH,0.0,43650782588.60464,531067794.9007447,0.00019762703773828182,22.850984957299726,13715415.833333334,58750003716598360000000,121
1676768400,ETH,ETH,0.0,17725306344.387745,317704167.72054,0.00022597286418769166,20.6999632829578,16349555.333333334,58750003716598360000000,137
1676764800,ETH,ETH,0.0,11077730874.688007,258242765.09840122,0.00021137558821761565,20.887619569351457,18181346.166666668,58750003716598360000000,154
1676761200,ETH,ETH,0.0,12601666666.666666,214183269.97328356,0.00021997715799713566,23.2485388831139,19966127.833333332,58750003716598360000000,174
1676757600,ETH,ETH,0.0,10256205384.920135,180667283.76014018,0.00018407935070889497,24.895496386391525,11199682.833333334,58750003716598360000000,106
1676754000,ETH,ETH,1666666666666666600000000000000000000000000000000000000000000000000000000000000000000000000000000000,17109866666.666666,266131622.00060138,0.00019069542326844723,19.532392941276463,14440010.166666666,58750003716598360000000,129
1676750400,ETH,ETH,0.0,21131835803.97729,301555123.33615315,0.00017780068960718907,22.84828559403692,12652718.833333334,58750003716598360000000,135
1676746800,ETH,ETH,0.0,3629656268.1331506,118709371.41005409,0.00018529942525149934,26.502490840540247,16410191.833333334,58750003716598360000000,154
1676743200,ETH,ETH,0.0,29048306278.869183,316115597.1905268,0.0002071050545666157,26.58364238304868,13634653.166666666,58750003716598360000000,136
1676739600,ETH,ETH,0.0,62355061549.58484,502731520.2263696,0.00015619257250634627,29.708079795567055,18466549.333333332,58750003716598360000000,224
1676736000,ETH,ETH,0.0,290656622666.6667,1757695680.8396883,0.0001970915459712857,47.594626471419474,14560046.833333334,58750003716598360000000,146
1676732400,ETH,ETH,0.0,10815874600.998495,220765484.18307734,0.00020708920991755224,42.939612001205745,16825147.0,58750003716598360000000,142
1676728800,ETH,ETH,0.0,67016430452.44572,586765199.4380051,0.00022273761205931063,52.9596262585683,13393513.0,58750003716598360000000,112
1676725200,ETH,ETH,0.0,12616479568.296213,217603365.35945168,0.0002247245721696018,45.677397787490996,15819581.833333334,58750003716598360000000,132
1676721600,ETH,ETH,0.0,8794269408.340902,257395239.1211491,0.00020819580377963453,26.384783646706804,15620844.666666666,58750003716598360000000,141
1676718000,ETH,ETH,0.0,47243502745.70872,435823772.25341004,0.00022540652246051,52.35276288226347,19232714.666666668,58750003716598360000000,159
1676714400,ETH,ETH,0.0,28458785000.0,289534197.6788282,0.00020912339071462455,24.169046750237214,13925006.0,58750003716598360000000,110
1676710800,ETH,ETH,0.0,110693166836.2077,1086182674.4951763,0.00019594207477626225,28.62892346069451,13202223.5,58750003716598360000000,125
1676707200,ETH,ETH,0.0,21257725565.42835,263399212.8190244,0.00021220692523425425,26.57796501759363,13049282.666666666,58750003716598360000000,120
1676703600,ETH,ETH,0.0,28349677357.333332,385203255.334125,0.0002205278746978878,30.96894211855089,11900142.833333334,58750003716598360000000,94
1676700000,ETH,ETH,0.0,9548558717.65625,253933358.18315592,0.0001823199962361692,25.547839006910262,10610593.333333334,58750003716598360000000,92
1676696400,ETH,ETH,0.0,31779961306.65373,429226920.62973243,0.00042968787612768575,24.136051236811152,17322204.5,58750003716598360000000,106
1676692800,ETH,ETH,0.0,103051984086.20924,1419000192.8286636,0.00021088351350270228,27.10047906070125,16107157.666666666,58750003716598360000000,142
1676689200,ETH,ETH,0.0,232301168081.83337,2537861592.290667,0.00021577485760889447,27.148156956838747,15539501.333333334,58750003716598360000000,130
1676685600,ETH,ETH,0.0,33184109542.10908,510676164.6881733,0.0001893768284307578,29.22882748350669,14876552.333333334,58750003716598360000000,130
1676682000,ETH,ETH,0.0,90245840520.35905,961463902.9126458,0.0001811897049055159,33.455659601105275,14673147.0,58750003716598360000000,131
1676678400,ETH,ETH,0.0,211113400558.8419,2026589511.0666754,0.0002180986745435831,34.00084448012867,12663766.5,58750003716598360000000,106
1676674800,ETH,ETH,0.0,24646703423.32446,336028423.9115302,0.0002122212445981608,46.104746655931706,13747020.666666666,58750003716598360000000,118
1676671200,ETH,ETH,0.0,9132979135.112242,201810386.59048292,0.00023087937177783134,60.31931347589145,13888588.166666666,58750003716598360000000,124
1676667600,ETH,ETH,0.0,35708391354.227615,390276881.590771,0.00020359955214090475,72.53074966642203,12746702.666666666,58750003716598360000000,123
1676664000,ETH,ETH,0.0,36538291734.18856,422645545.2218909,0.00018323619129840057,47.11434747495196,15260438.333333334,58750003716598360000000,153
1676660400,ETH,ETH,0.0,36423991461.024254,437951416.0063271,0.00017443069311626213,53.50459590219384,13225286.833333334,58750003716598360000000,138
1676656800,ETH,ETH,0.0,31953333640.60261,471712283.5208202,0.00019608720312398221,82.39348826961287,14352538.0,58750003716598360000000,163
1676653200,ETH,ETH,0.0,18698333333.333332,355920539.91623807,0.00023313831889202005,46.82844288064336,13416600.666666666,58750003716598360000000,139
1676649600,ETH,ETH,0.0,30804393756.69168,584672159.3435875,0.00017584715865093934,42.515316723170066,13666996.333333334,58750003716598360000000,140
1676646000,ETH,ETH,0.0,206022215523.33334,1905612834.5913627,0.00022383511177908035,52.233437642026864,14871488.0,58750003716598360000000,136
1676642400,ETH,ETH,0.0,10990249016.666666,201058362.78235444,0.00017655603745287608,27.1651355403158,15064400.833333334,58750003716598360000000,170
1676638800,ETH,ETH,0.0,18181240228.649555,253376305.651649,0.0002857019827702745,24.655657529524166,14203892.166666666,58750003716598360000000,144
1676635200,ETH,ETH,0.0,46106442655.0,510100947.83796436,0.00017928595082572997,25.60971181253815,15466082.166666666,58750003716598360000000,153
1676631600,ETH,ETH,0.0,27847709338.19983,263694453.01536873,0.00018395772951824098,25.384424051349924,15456097.666666666,58750003716598360000000,154
1676628000,ETH,ETH,0.0,9683724030.665321,139597673.85082725,0.0001935670890357771,25.362539870816196,18145029.333333332,58750003716598360000000,172
1676624400,ETH,ETH,0.0,22794411218.333332,335000509.52249116,0.00021212432779237119,24.24913544420353,16176139.666666666,58750003716598360000000,134
1676620800,ETH,ETH,0.0,53098756747.0676,680665380.7840289,0.00020813281833819406,25.446110966849957,15367457.666666666,58750003716598360000000,115
1676617200,ETH,ETH,0.0,48369375054.930016,570120376.4690987,0.0001791360515665726,28.322087028618373,17208030.5,58750003716598360000000,165
1676613600,ETH,ETH,0.0,82615484167.73125,952174107.3316116,0.00021269403278033726,27.10127872773244,12185712.833333334,58750003716598360000000,104
1676610000,ETH,ETH,0.0,54665619451.454,625518348.4631649,0.0002160472521495492,28.519278663743563,17422999.166666668,58750003716598360000000,138
1676606400,ETH,ETH,0.0,6953456113.714588,174122989.25537208,0.00021037044214405472,28.042370659067128,15594153.166666666,58750003716598360000000,131
1676602800,ETH,ETH,0.0,24890739770.484142,425116895.708316,0.0002157927416907387,31.147015055266966,13280328.166666666,58750003716598360000000,107
1676599200,ETH,ETH,0.0,334720183783.03033,3306883575.517467,0.00021471238503630063,29.242498003010635,20951159.833333332,58750003716598360000000,177
1676595600,ETH,ETH,0.0,226815996505.8859,2509635209.8187165,0.0002104904198328751,35.07076678491396,14067176.5,58750003716598360000000,126
1676592000,ETH,ETH,0.0,101511196295.31783,1208376501.988971,0.00023513618120177444,39.207797052163514,14817504.666666666,58750003716598360000000,125
1676588400,ETH,ETH,0.0,87907806542.92224,943538520.2299477,0.00022454121163360209,44.39700277971312,11489484.666666666,58750003716598360000000,110
1676584800,ETH,ETH,0.0,47628719539.30935,552191140.437581,0.00020985019819872393,45.70924154248383,14616372.666666666,58750003716598360000000,147
1676581200,ETH,ETH,0.0,67220422253.76101,756727297.0546705,0.00020296367280614358,61.39350019189492,15851068.5,58750003716598360000000,159
1676577600,ETH,ETH,0.0,22377018737.657623,336428618.0968366,0.00021286212085579973,43.9890503096656,14535397.166666666,58750003716598360000000,151
1676574000,ETH,ETH,0.0,15725000000.0,324071830.4502407,0.00016904181532012,44.04375507559206,12112259.166666666,58750003716598360000000,148
1676570400,ETH,ETH,0.0,37517497045.71096,591334934.3970946,0.0002459031399355268,50.3195371160621,16071490.0,58750003716598360000000,145
1676566800,ETH,ETH,0.0,128991937229.36272,1707183271.0333357,0.00019576334030793274,75.45339878483635,16961449.0,58750003716598360000000,177
1676563200,ETH,ETH,0.0,87397846956.29228,732244406.5133554,0.0001986048069277368,49.66098237814134,14312730.0,58750003716598360000000,151
1676559600,ETH,ETH,0.0,53833333333.333336,669918383.576914,0.00019165995845175056,45.80557422318148,14652362.0,58750003716598360000000,143
1676556000,ETH,ETH,0.0,111416327503.66142,1225973983.9312713,0.00019855034635820929,35.56880018179603,14646874.166666666,58750003716598360000000,149
1676552400,ETH,ETH,0.0,12148851716.169052,250929868.7127869,0.00020613321799763085,28.411613389996294,17364994.833333332,58750003716598360000000,161
1676548800,ETH,ETH,0.0,19412440125.027157,371980435.2737272,0.0001708671367219621,28.204348448470114,13953165.5,58750003716598360000000,153
1676545200,ETH,ETH,0.0,39874969910.0,422786995.49492306,0.00023537479747356925,26.588839443174148,17148048.833333332,58750003716598360000000,182
1676541600,ETH,ETH,0.0,257094098661.66666,2116333845.5190876,0.00020129312901659186,31.300027137674164,14694504.166666666,58750003716598360000000,128
1676538000,ETH,ETH,0.0,48499241063.048485,650707876.4673647,0.00018640252731526232,32.07585711093661,14637360.5,58750003716598360000000,143
1676534400,ETH,ETH,0.0,37003608923.333336,559289236.2293373,0.0001850317240769887,37.8930253121743,13640285.0,58750003716598360000000,136
1676530800,ETH,ETH,0.0,83076362666.66667,798559931.829299,0.00022655370066139706,41.44835406868538,16350349.166666666,58750003716598360000000,151
1676527200,ETH,ETH,0.0,58117910000.0,478297858.8334697,0.00016937311494349621,35.68477254635102,15504949.333333334,58750003716598360000000,167
1676523600,ETH,ETH,0.0,89223401027.54158,953401690.5887012,0.00016455821983424234,34.48278926170081,15029523.5,58750003716598360000000,157
1676520000,ETH,ETH,0.0,48859600016.666664,728935601.449751,0.00020626059581609643,49.44504415154768,15392973.666666666,58750003716598360000000,141
1676516400,ETH,ETH,0.0,272700453333.33334,2546384802.609942,0.00022802616768521463,40.2415698583573,16072667.666666666,58750003716598360000000,139
1676512800,ETH,ETH,0.0,51243896933.40922,902917840.3061014,0.00017957290568233977,42.561706320169534,12384821.666666666,58750003716598360000000,130
1676509200,ETH,ETH,0.0,93064118630.4633,1086796523.382412,0.00018396686729518885,48.28473994686876,16004012.5,58750003716598360000000,166
1676505600,ETH,ETH,0.0,45587470153.15972,520439595.20084786,0.0002271727830808454,45.9887147246911,16796124.833333332,58750003716598360000000,146
1676502000,ETH,ETH,0.0,227080550736.00717,1919132562.668129,0.00018874173434936436,46.41267385379413,18872124.166666668,58750003716598360000000,170
1676498400,ETH,ETH,0.0,726587554983.33,5227303969.372718,0.00020747318178221063,56.85565831708484,17455043.333333332,58750003716598360000000,156
1676494800,ETH,ETH,0.0,102581168517.455,1042611415.5420536,0.0001719202936102942,63.704030787896194,12389565.5,58750003716598360000000,134
1676491200,ETH,ETH,0.0,42360359501.63754,571439072.4591516,0.00019536249574180547,83.03372869082915,12000749.833333334,58750003716598360000000,122
1676487600,ETH,ETH,0.0,40675833333.333336,487067136.04242784,0.0003924713907925283,54.63289553772671,12299558.833333334,58750003716598360000000,113
1676484000,ETH,ETH,0.0,25463093707.321457,407118154.0508404,0.00017991715548871078,50.93030648543537,15295408.0,58750003716598360000000,156
1676480400,ETH,ETH,0.0,48849323684.621605,695864462.7337419,0.00016405025584350958,54.052519706423844,15794814.166666666,58750003716598360000000,183
1676476800,ETH,ETH,0.0,36007744554.09931,470150925.4468735,0.00017225105819400482,50.094315445564746,14604933.166666666,58750003716598360000000,162
1676473200,ETH,ETH,0.0,22555549675.076466,369279397.69176006,0.00019329708509801155,44.17193755984194,14101335.166666666,58750003716598360000000,139
1676469600,ETH,ETH,0.0,519838569011.4921,3511014497.402412,0.00021934155385881383,36.72024074953641,18794815.833333332,58750003716598360000000,183
1676466000,ETH,ETH,0.0,83913947276.66093,812608327.7768067,0.00016927245158908987,34.64147777632009,16989478.5,58750003716598360000000,188
1676462400,ETH,ETH,0.0,19536492148.89142,224976995.56098267,0.00017750761506594745,26.011983043257032,15409538.166666666,58750003716598360000000,170
1676458800,ETH,ETH,0.0,100101466666.66667,762683383.0174689,0.0003212933622587323,28.338392422111326,18495756.0,58750003716598360000000,150
1676455200,ETH,ETH,0.0,69378861873.13722,643581259.8381969,0.0001798573969839656,26.516215557255,15116672.833333334,58750003716598360000000,157
1676451600,ETH,ETH,0.0,17123179494.4302,284398275.5814424,0.00015125289742487158,31.560225677852504,12518973.666666666,58750003716598360000000,141
1676448000,ETH,ETH,0.0,25100840000.0,491368143.9256367,0.00024556519879345733,25.434203860585697,13887435.166666666,58750003716598360000000,118
1676444400,ETH,ETH,0.0,15168195983.333334,217078448.93143737,0.00014985129273283187,26.155479285999178,13391072.5,58750003716598360000000,156
1676440800,ETH,ETH,0.0,20575241588.303383,285382934.33523375,0.00017133767424732508,27.529066546073565,16978734.0,58750003716598360000000,182
1676437200,ETH,ETH,0.0,25589006981.018906,347573221.42576474,0.00018605149436669448,34.42641372246468,14580669.833333334,58750003716598360000000,154
1676433600,ETH,ETH,0.0,68452683455.44744,642943701.4557049,0.0001750180389314387,38.97129307206526,14988668.833333334,58750003716598360000000,149
1676430000,ETH,ETH,0.0,26388392779.514923,322851980.78803784,0.00018092940463964994,40.025966760795995,14563130.0,58750003716598360000000,162
1676426400,ETH,ETH,0.0,17100000000.0,335405231.41206867,0.00015621409603867414,42.868645700124624,14876533.5,58750003716598360000000,148
1676422800,ETH,ETH,0.0,31282309915.717316,375380707.89137346,0.0001539393050106728,40.58793176559407,11003310.5,58750003716598360000000,122
1676419200,ETH,ETH,0.0,16542561981.666666,253596028.50642166,0.00016032151782121193,50.05094903038388,10131566.5,58750003716598360000000,107
1676415600,ETH,ETH,0.0,87935118333.33333,811416389.2378626,0.00014717244248671485,69.27309291809739,13209221.333333334,58750003716598360000000,144
1676412000,ETH,ETH,0.0,25614230693.461258,295494252.0546875,0.0001480217571340871,92.58862301027783,13438524.5,58750003716598360000000,166
1676408400,ETH,ETH,0.0,111497333939.90065,1027718260.9077886,0.00016361701938751884,156.23511273047436,14218735.0,58750003716598360000000,155
1676404800,ETH,ETH,0.0,207584994961.48608,1536346506.2709115,0.00013139817925522746,449.59728425204844,15268448.166666666,58750003716598360000000,185
1676401200,ETH,ETH,0.0,41405507473.86498,473041283.96843797,0.00020578656706547347,105.78646268025314,15008189.833333334,58750003716598360000000,157
1676397600,ETH,ETH,0.0,459181222752.7805,3114313139.349523,0.00016883801548831745,33.2679629524042,13480793.5,58750003716598360000000,152
1676394000,ETH,ETH,0.0,311346317125.54956,2518726044.958941,0.0002144608598380912,50.628391301522385,16869723.833333332,58750003716598360000000,180
1676390400,ETH,ETH,0.0,158654641024.83572,2138761908.0086882,0.00021191857928200945,54.60207490907988,15227529.333333334,58750003716598360000000,158
1676386800,ETH,ETH,0.0,171418385373.18945,1465026922.3689423,0.00019918815869430468,71.94552240821483,13493070.666666666,58750003716598360000000,141
1676383200,ETH,ETH,0.0,165092764353.50577,1526156802.7887075,0.0002526761347945112,22.019813018123727,20972407.833333332,58750003716598360000000,177
1676379600,ETH,ETH,0.0,51674390781.03512,672581028.56381,0.00017793245039382445,17.967312440515396,14280375.833333334,58750003716598360000000,150
1676376000,ETH,ETH,0.0,34274382725.94961,371587122.02097774,0.000396963166584192,16.553691554411504,14487968.833333334,58750003716598360000000,125
1676372400,ETH,ETH,0.0,127318448928.01573,1539243541.4092977,0.0002505797050221814,17.880884601213218,17486412.833333332,58750003716598360000000,157
1676368800,ETH,ETH,0.0,25251394651.197403,252994674.46627238,0.00021069039853432734,23.981890590855823,16899413.5,58750003716598360000000,198
1676365200,ETH,ETH,0.0,27537025000.0,336645283.2883361,0.00020143025641353692,16.683992973282486,16731839.0,58750003716598360000000,146
1676361600,ETH,ETH,0.0,83388229959.3394,813135050.8399204,0.0002660327506197918,16.892402254337785,16941677.666666668,58750003716598360000000,114
1676358000,ETH,ETH,0.0,16666576794.423586,336281904.03223926,0.00020388566121762775,16.9980048076962,14662077.333333334,58750003716598360000000,122
1676354400,ETH,ETH,0.0,22676892040.829166,384089353.5894034,0.0002713627906441676,17.70822725399129,17833338.0,58750003716598360000000,112
1676350800,ETH,ETH,0.0,13803156077.62616,225159626.5926545,0.00024249909987317814,18.841223030622462,17410587.0,58750003716598360000000,170
1676347200,ETH,ETH,0.0,61982250000.0,826985954.1120847,0.0001935720202566534,19.931717812469795,12889374.833333334,58750003716598360000000,141
1676343600,ETH,ETH,0.0,32999987515.991596,423065468.8532479,0.0002048092277580229,20.514187861388482,12651495.833333334,58750003716598360000000,141
1676340000,ETH,ETH,0.0,10473500782.771032,149288504.89758554,0.00022325775573499851,19.502222330310047,14555711.5,58750003716598360000000,134
1676336400,ETH,ETH,0.0,27131133333.333332,358628557.2101157,0.00022297541493035387,22.81765532865462,13238907.833333334,58750003716598360000000,133
1676332800,ETH,ETH,0.0,49736881637.16559,879673738.5215068,0.00022809494041502287,41.54391715933498,11640954.333333334,58750003716598360000000,104
1676329200,ETH,ETH,0.0,55199800000.0,785028666.4424392,0.00039575469230585664,37.746625251165796,10198261.5,58750003716598360000000,109
1676325600,ETH,ETH,0.0,28692141874.04671,380026143.4704012,0.00019627946509979762,24.710229184547785,19010316.666666668,58750003716598360000000,167
1676322000,ETH,ETH,0.0,17167865000.0,230031508.98468503,0.00020258824774209105,28.36586180567117,16745880.666666666,58750003716598360000000,144
1676318400,ETH,ETH,0.0,39746639666.666664,508361688.9869538,0.00018931904468193333,39.11009222243876,12575645.5,58750003716598360000000,122
1676314800,ETH,ETH,0.0,761424304731.1666,5741787308.557673,0.00014307702046175572,34.36272754892267,10619568.0,58750003716598360000000,128
1676311200,ETH,ETH,0.0,11857140922.244843,179170540.39548466,0.00023098856389865176,43.70871510786602,14732041.833333334,58750003716598360000000,183
1676307600,ETH,ETH,0.0,211412440576.99072,1566909829.5410469,0.00017509143023682888,39.292834573902276,13658048.666666666,58750003716598360000000,158
1676304000,ETH,ETH,0.0,86336487423.46361,1063101176.9660965,0.00020357980141251056,42.86671719457729,16152553.333333334,58750003716598360000000,156
1676300400,ETH,ETH,0.0,48661666666.666664,563932068.9015983,0.00020467433313343326,37.28465323273719,15374769.0,58750003716598360000000,177
1676296800,ETH,ETH,0.0,323113091259.45953,3246559376.235079,0.0002109746272669848,25.152519749424837,12512767.0,58750003716598360000000,126
1676293200,ETH,ETH,0.0,528228768107.60004,4263521547.379465,0.0002513068578601903,33.45902683457327,16087453.833333334,58750003716598360000000,138
1676289600,ETH,ETH,0.0,198987024940.78726,1512985415.611479,0.0004399007024190819,23.36543231863058,16229161.5,58750003716598360000000,151
1676286000,ETH,ETH,0.0,3622854893355.527,34198047221.746624,0.00026788875350716463,33.88955575480414,16102665.5,58750003716598360000000,143
1676282400,ETH,ETH,0.0,282695348840.6998,2751108568.3033357,0.00027193618424909354,30.272024982600282,15913635.833333334,58750003716598360000000,156
1676278800,ETH,ETH,0.0,19780865943.333332,262818780.1745832,0.0002051614808697566,17.894391947364053,12248477.166666666,58750003716598360000000,122
1676275200,ETH,ETH,0.0,55792992973.80279,633841100.387645,0.0002045364365349813,16.901166230142366,14698030.333333334,58750003716598360000000,132
1676271600,ETH,ETH,0.0,10099292596.019297,197980680.7443361,0.00021122529463460632,17.553693223029516,11225822.833333334,58750003716598360000000,103
1676268000,ETH,ETH,0.0,22601947170.75916,355626754.3415816,0.0004984565987373777,16.948739439299334,14361025.833333334,58750003716598360000000,92
1676264400,ETH,ETH,0.0,70958028170.92159,2763128850.0494766,0.0002286855114361765,17.07121059400377,9858715.5,58750003716598360000000,82
1676260800,ETH,ETH,0.0,64906898530.38793,899004155.4087687,0.0001921160436039939,19.607254367173066,13134256.0,58750003716598360000000,117
1676257200,ETH,ETH,0.0,10235492641.257269,197076773.13106266,0.0002337430620882292,21.866421552620114,12873843.333333334,58750003716598360000000,124
1676253600,ETH,ETH,0.0,206306345199.43118,2267784928.4745173,0.00031407531771572946,21.519788402420474,16384216.833333334,58750003716598360000000,200
1676250000,ETH,ETH,0.0,79515900000.0,863793321.5268593,0.00018180875440860014,26.288336944895164,10352174.166666666,58750003716598360000000,110
1676246400,ETH,ETH,0.0,35014465894.00894,338642108.4020483,0.0002250504603439498,18.446209098982376,16958041.166666668,58750003716598360000000,134
1676242800,ETH,ETH,0.0,17872032949.82385,332722439.7765625,0.0002221261450264766,33.431965390831984,12880768.0,58750003716598360000000,133
1676239200,ETH,ETH,0.0,32771977797.638805,336326146.6845185,0.00019493750465885828,25.364212241344784,16363150.5,58750003716598360000000,148
1676235600,ETH,ETH,0.0,13924500759.049524,230613656.5409174,0.0001993268610538934,29.173141867558716,14109512.166666666,58750003716598360000000,131
1676232000,ETH,ETH,0.0,7074840988.761701,172439914.59692538,0.0002701521532531615,22.30038775983306,15676880.166666666,58750003716598360000000,128
1676228400,ETH,ETH,0.0,207104916023.30994,1626895867.4159029,0.00022585728386089596,23.231387061789817,15091628.833333334,58750003716598360000000,144
1676224800,ETH,ETH,0.0,5670669931.962049,127063829.01526622,0.0002198762587733487,21.353650565977244,13523736.166666666,58750003716598360000000,125
1676221200,ETH,ETH,0.0,188209896239.8379,1637386628.2065856,0.00019354229225135487,21.239578624641485,12384085.166666666,58750003716598360000000,124
1676217600,ETH,ETH,0.0,15916469960.887497,193033435.40531054,0.00024286677795574873,20.553349436879078,15082688.166666666,58750003716598360000000,167
1676214000,ETH,ETH,0.0,36850459334.80471,409446249.13998175,0.00021108594194859005,22.494808075859705,13702978.833333334,58750003716598360000000,129
1676210400,ETH,ETH,0.0,4534726356.453505,168402600.44605756,0.00038532041866744504,17.34473032477923,17816138.833333332,58750003716598360000000,98
1676206800,ETH,ETH,0.0,15578192957.356058,233749162.55759487,0.00021022563328670292,17.152207905134706,16363963.666666666,58750003716598360000000,138
1676203200,ETH,ETH,0.0,4238666906.288885,95783105.82186134,0.00018521066225243797,17.48049466692623,14826751.833333334,58750003716598360000000,132
1676199600,ETH,ETH,0.0,7862681792.006982,158923173.22951117,0.00018768282495740056,17.55035678552965,9952753.5,58750003716598360000000,106
1676196000,ETH,ETH,0.0,6297354634.242172,103801869.07055508,0.00023054134040736445,17.521917720632356,18065432.666666668,58750003716598360000000,138
1676192400,ETH,ETH,0.0,15019760922.577202,295716921.81810045,0.00027762609937574245,18.30880819035197,16431551.833333334,58750003716598360000000,113
1676188800,ETH,ETH,0.0,3308484082.263031,94650218.04018421,0.00037886880155771845,16.654792800760035,14979148.5,58750003716598360000000,90
1676185200,ETH,ETH,0.0,11064401206.801748,183390456.94236818,0.00021759749368449884,18.064728188875645,18089392.833333332,58750003716598360000000,139
1676181600,ETH,ETH,0.0,2330597422.972218,77086658.9953739,0.00023624392809747867,18.810066267485563,14068647.0,58750003716598360000000,112
1676178000,ETH,ETH,0.0,6603075193.333333,134197564.16126685,0.00029858483327015845,27.42207518899397,19511528.166666668,58750003716598360000000,117
1676174400,ETH,ETH,0.0,6603269741.528171,141323609.61274254,0.00021691629913354538,18.889055338349156,12158402.5,58750003716598360000000,114
1676170800,ETH,ETH,1666666666666666600000000000000000000000000000000000000000000000000000000000000000000000000000000000,36670954114.3695,491717012.5313023,0.00022816818950187462,12.779120590757161,13687261.0,58750003716598360000000,97
1676167200,ETH,ETH,0.0,6725038393.8333435,138002393.0484372,0.00024266621629069182,18.896444856093122,11605657.666666666,58750003716598360000000,103
1676163600,ETH,ETH,0.0,17818888533.964233,274369648.2383144,0.00021141233995212124,20.334165244531842,10372666.5,58750003716598360000000,107
1676160000,ETH,ETH,0.0,9322119852.266424,188361398.15941015,0.00030672987216360533,20.306606252041572,12981817.5,58750003716598360000000,122
1676156400,ETH,ETH,0.0,9033133333.333334,158471780.97389355,0.00020607308700391357,22.84697597192367,12258045.833333334,58750003716598360000000,134
1676152800,ETH,ETH,0.0,24597096150.756924,371305998.8943782,0.0002180743264465446,17.591648086741195,15930044.166666666,58750003716598360000000,131
1676149200,ETH,ETH,0.0,29000543805.87644,343121915.7727302,0.00021962243850088173,22.19530591190538,12421868.666666666,58750003716598360000000,106
1676145600,ETH,ETH,0.0,23346260916.333332,345511958.4681383,0.00027282501303162616,19.098999863144446,16397850.166666666,58750003716598360000000,114
1676142000,ETH,ETH,0.0,161617131631.24,1595743077.527766,0.00039149613992286785,19.787098422183693,17401451.166666668,58750003716598360000000,148
1676138400,ETH,ETH,0.0,113185248442.36623,1097962526.944009,0.00020172104514149574,23.935195108048955,16266640.5,58750003716598360000000,160
1676134800,ETH,ETH,0.0,262352246624.8654,2517028734.2235417,0.00021685556742806724,29.612732011185724,17016292.166666668,58750003716598360000000,144
1676131200,ETH,ETH,0.0,16178748108.337952,185455229.6991478,0.00023020271086711063,23.087187206520053,13984092.0,58750003716598360000000,136
1676127600,ETH,ETH,0.0,6305105506.950568,135744458.84482315,0.00018438340197711605,22.752271595679023,13308474.5,58750003716598360000000,130
1676124000,ETH,ETH,0.0,35557740623.80797,370298598.9160717,0.00017081860953846884,17.081703018825767,10775496.833333334,58750003716598360000000,118
1676120400,ETH,ETH,0.0,16371100912.518484,231467575.39414155,0.0001690402766997512,17.58497720073297,9904991.666666666,58750003716598360000000,112
1676116800,ETH,ETH,0.0,347911628647.4239,2820627637.292439,0.00019274622792244357,18.519492757310726,11369722.333333334,58750003716598360000000,121
1676113200,ETH,ETH,0.0,62836748967.98705,913998545.2594849,0.00042449208229494484,17.260312487985885,13249486.0,58750003716598360000000,79
1676109600,ETH,ETH,0.0,17924112234.173023,311944163.1322583,0.00023481258754628112,18.861182854016935,13122625.333333334,58750003716598360000000,90
1676106000,ETH,ETH,0.0,64865161381.09211,754102921.3561335,0.0002677149324099691,17.47790060958194,12928058.833333334,58750003716598360000000,81
1676102400,ETH,ETH,0.0,9198461730.0,197777938.1184589,0.00019582987098441554,25.051944889557934,9442763.833333334,58750003716598360000000,105
