close_time,trading_pair,open,close,high,low,volume,trades_amount
1674248400,ETHUSDT,1600.49,1641.35,1644.39,1600.48,81252.22,132176244
1674244800,ETHUSDT,1592.0,1600.49,1601.53,1589.0,19790.54,31583164
1674241200,ETHUSDT,1592.03,1592.0,1598.76,1583.66,22812.852,36304774
1674237600,ETHUSDT,1585.32,1592.02,1596.55,1585.32,24675.648,39238749
1674234000,ETHUSDT,1563.69,1585.32,1593.38,1561.61,40180.94,63440477
1674230400,ETHUSDT,1560.78,1563.69,1569.9,1559.36,15353.32,24021608
1674226800,ETHUSDT,1554.17,1560.79,1568.0,1551.44,20702.268,32288671
1674223200,ETHUSDT,1558.11,1554.16,1562.7,1552.58,8562.926,13337882
1674219600,ETHUSDT,1549.48,1558.11,1560.69,1549.02,10813.481,16818357
1674216000,ETHUSDT,1552.71,1549.49,1554.01,1548.88,4945.3867,7670425
1674212400,ETHUSDT,1552.55,1552.7,1553.38,1548.44,5157.1685,7997698
1674208800,ETHUSDT,1551.95,1552.55,1555.85,1548.44,8166.8965,12676960
1674205200,ETHUSDT,1550.32,1551.96,1553.04,1545.26,17744.676,27509393
1674201600,ETHUSDT,1545.15,1550.33,1553.18,1542.02,12720.28,19698865
1674198000,ETHUSDT,1547.11,1545.15,1549.35,1543.35,7548.024,11669588
1674194400,ETHUSDT,1546.91,1547.12,1551.0,1542.74,10561.4795,16340368
1674190800,ETHUSDT,1554.55,1546.92,1556.66,1545.98,9126.303,14162055
1674187200,ETHUSDT,1553.66,1554.54,1556.12,1551.29,4589.1313,7132768
1674183600,ETHUSDT,1556.18,1553.66,1563.88,1553.61,12407.656,19328444
1674180000,ETHUSDT,1548.22,1556.18,1558.21,1545.51,8390.041,13030348
1674176400,ETHUSDT,1551.09,1548.21,1554.68,1546.0,9966.808,15446339
1674172800,ETHUSDT,1551.51,1551.09,1555.66,1546.55,6918.3267,10729535
1674169200,ETHUSDT,1545.0,1551.5,1552.63,1544.27,8937.775,13852395
