time,keyword,positive,negative,neutral
1675450800,#ETH,28,4,168
1675447200,#ETH,36,4,160
1675443600,#ETH,31,3,166
1675440000,#ETH,35,11,154
1675436400,#ETH,25,10,165
1675432800,#ETH,20,2,178
1675429200,#ETH,30,3,167
1675425600,#ETH,31,9,160
1675422000,#ETH,36,3,161
1675418400,#ETH,39,6,155
1675414800,#ETH,28,4,168
1675411200,#ETH,25,5,170
1675407600,#ETH,32,10,158
1675404000,#ETH,23,7,170
1675400400,#ETH,26,5,169
1675396800,#ETH,33,4,163
1675393200,#ETH,32,5,163
1675389600,#ETH,33,2,165
1675386000,#ETH,22,5,173
1675382400,#ETH,31,3,166
1675378800,#ETH,30,4,166
1675375200,#ETH,24,2,174
1675371600,#ETH,37,4,159
1675368000,#ETH,22,3,175
1675364400,#ETH,27,4,169
1675360800,#ETH,21,4,175
1675357200,#ETH,35,4,161
1675353600,#ETH,27,4,169
1675350000,#ETH,20,6,174
1675346400,#ETH,17,4,179
1675342800,#ETH,30,4,166
1675339200,#ETH,22,2,176
1675335600,#ETH,23,7,170
1675332000,#ETH,29,8,163
1675328400,#ETH,31,5,164
1675324800,#ETH,23,5,172
1675321200,#ETH,24,8,168
1675317600,#ETH,25,4,171
1675314000,#ETH,25,6,169
1675310400,#ETH,23,5,172
1675306800,#ETH,30,6,164
1675303200,#ETH,20,3,177
1675299600,#ETH,18,1,181
1675296000,#ETH,27,8,165
1675292400,#ETH,25,4,171
1675288800,#ETH,37,4,159
1675285200,#ETH,22,4,174
1675281600,#ETH,22,4,174
1675278000,#ETH,22,2,176
1675274400,#ETH,33,4,163
1675270800,#ETH,36,2,162
1675267200,#ETH,35,5,160
1675263600,#ETH,20,3,177
1675260000,#ETH,23,4,173
1675256400,#ETH,15,3,182
1675252800,#ETH,20,7,173
1675249200,#ETH,27,6,167
1675245600,#ETH,23,3,174
1675242000,#ETH,26,3,171
1675238400,#ETH,26,3,171
1675234800,#ETH,20,1,179
1675231200,#ETH,27,4,169
1675227600,#ETH,36,6,158
1675224000,#ETH,35,9,156
1675220400,#ETH,27,5,168
1675216800,#ETH,23,0,158
1675213200,#ETH,26,3,171
1675209600,#ETH,29,6,165
1675206000,#ETH,41,1,158
1675202400,#ETH,40,3,157
1675198800,#ETH,32,1,167
1675195200,#ETH,23,6,171
1675191600,#ETH,37,2,161
1675188000,#ETH,31,7,162
1675184400,#ETH,26,4,170
1675180800,#ETH,23,5,172
1675177200,#ETH,28,4,168
1675173600,#ETH,23,3,174
1675170000,#ETH,22,3,175
1675166400,#ETH,29,7,164
1675162800,#ETH,30,2,168
1675159200,#ETH,23,6,171
1675155600,#ETH,32,1,167
1675152000,#ETH,30,3,167
1675148400,#ETH,32,2,163
1675144800,#ETH,30,5,153
1675141200,#ETH,18,6,152
1675137600,#ETH,34,4,157
1675134000,#ETH,23,5,172
1675130400,#ETH,19,4,158
1675126800,#ETH,26,3,171
1675123200,#ETH,19,6,175
1675119600,#ETH,28,3,169
1675116000,#ETH,32,3,165
1675112400,#ETH,34,5,161
1675108800,#ETH,30,3,167
1675105200,#ETH,27,6,167
1675101600,#ETH,34,4,162
1675098000,#ETH,34,4,162
1675094400,#ETH,26,3,171
1675090800,#ETH,28,3,169
1675087200,#ETH,27,2,171
1675083600,#ETH,24,2,174
1675080000,#ETH,24,4,172
1675076400,#ETH,23,2,175
1675072800,#ETH,31,4,165
1675069200,#ETH,22,3,175
1675065600,#ETH,21,5,174
1675062000,#ETH,27,3,170
1675058400,#ETH,25,4,171
1675054800,#ETH,22,2,174
1675051200,#ETH,35,7,158
1675047600,#ETH,21,5,174
1675044000,#ETH,30,5,161
1675040400,#ETH,22,8,170
1675036800,#ETH,26,1,173
1675033200,#ETH,31,5,164
1675029600,#ETH,28,5,167
1675026000,#ETH,27,1,172
1675022400,#ETH,35,1,164
1675018800,#ETH,26,2,172
1675015200,#ETH,32,5,163
1675011600,#ETH,25,3,172
1675008000,#ETH,36,9,155
1675004400,#ETH,34,2,164
1675000800,#ETH,33,4,163
1674997200,#ETH,25,3,172
1674993600,#ETH,24,1,175
1674990000,#ETH,22,3,175
1674986400,#ETH,24,4,172
1674982800,#ETH,31,4,165
1674979200,#ETH,25,5,170
1674975600,#ETH,21,3,151
1674972000,#ETH,28,4,160
1674968400,#ETH,23,5,169
1674964800,#ETH,20,0,145
1674961200,#ETH,28,2,162
1674957600,#ETH,29,4,167
1674954000,#ETH,29,4,167
1674950400,#ETH,24,7,169
1674946800,#ETH,36,3,161
1674943200,#ETH,24,4,172
1674939600,#ETH,30,3,167
1674936000,#ETH,36,2,162
1674932400,#ETH,21,5,174
1674928800,#ETH,19,4,177
1674925200,#ETH,23,3,174
1674921600,#ETH,41,7,152
1674918000,#ETH,29,6,165
1674914400,#ETH,29,6,165
1674910800,#ETH,26,1,173
1674907200,#ETH,33,4,163
1674903600,#ETH,22,4,174
1674900000,#ETH,36,1,163
1674896400,#ETH,20,3,177
1674892800,#ETH,18,4,178
1674889200,#ETH,27,1,172
1674885600,#ETH,26,6,168
1674882000,#ETH,30,3,141
1674878400,#ETH,29,5,165
1674874800,#ETH,25,3,172
1674871200,#ETH,30,2,168
1674867600,#ETH,23,4,173
1674864000,#ETH,30,1,169
1674860400,#ETH,36,4,160
1674856800,#ETH,30,4,166
1674853200,#ETH,23,5,172
1674849600,#ETH,25,4,171
1674846000,#ETH,31,5,164
1674842400,#ETH,21,1,178
1674838800,#ETH,24,9,167
1674835200,#ETH,30,3,167
1674831600,#ETH,30,6,164
1674828000,#ETH,30,5,165
1674824400,#ETH,18,3,179
1674820800,#ETH,24,5,171
1674817200,#ETH,30,2,168
1674813600,#ETH,30,4,166
1674810000,#ETH,14,3,183
1674806400,#ETH,21,2,177
1674802800,#ETH,19,3,178
1674799200,#ETH,20,4,176
1674795600,#ETH,13,4,155
1674792000,#ETH,16,2,146
1674788400,#ETH,17,4,179
1674784800,#ETH,16,0,184
1674781200,#ETH,22,3,175
1674777600,#ETH,18,3,179
1674774000,#ETH,30,6,164
1674770400,#ETH,28,2,170
1674766800,#ETH,25,7,168
1674763200,#ETH,35,4,161
1674759600,#ETH,22,13,165
1674756000,#ETH,27,6,167
1674752400,#ETH,26,2,172
1674748800,#ETH,28,2,170
1674745200,#ETH,18,4,178
1674741600,#ETH,33,2,165
1674738000,#ETH,21,2,177
1674734400,#ETH,25,6,169
1674730800,#ETH,30,2,168
1674727200,#ETH,14,3,183
1674723600,#ETH,27,0,173
1674720000,#ETH,28,1,171
1674716400,#ETH,20,4,176
1674712800,#ETH,29,2,169
1674709200,#ETH,25,2,173
1674705600,#ETH,25,6,169
1674702000,#ETH,30,5,165
1674698400,#ETH,23,3,174
1674694800,#ETH,23,4,173
1674691200,#ETH,24,4,172
1674687600,#ETH,34,3,163
1674684000,#ETH,32,4,164
1674680400,#ETH,29,0,171
1674676800,#ETH,24,2,174
1674673200,#ETH,35,6,159
1674669600,#ETH,31,1,168
1674666000,#ETH,32,8,160
1674662400,#ETH,29,4,167
1674658800,#ETH,27,2,171
1674655200,#ETH,28,5,167
1674651600,#ETH,24,2,174
1674648000,#ETH,28,4,168
1674644400,#ETH,33,1,166
1674640800,#ETH,25,7,168
1674637200,#ETH,19,2,179
1674633600,#ETH,18,2,180
1674630000,#ETH,23,3,174
1674626400,#ETH,30,5,160
1674622800,#ETH,20,4,176
1674619200,#ETH,26,5,169
1674615600,#ETH,27,6,167
1674612000,#ETH,23,4,173
1674608400,#ETH,24,1,175
1674604800,#ETH,31,4,165
1674601200,#ETH,21,4,175
1674597600,#ETH,24,2,174
1674594000,#ETH,24,2,174
1674590400,#ETH,31,3,166
1674586800,#ETH,32,5,163
1674583200,#ETH,37,6,157
1674579600,#ETH,25,5,170
1674576000,#ETH,25,4,171
1674572400,#ETH,26,2,172
1674568800,#ETH,30,1,169
1674565200,#ETH,27,2,171
1674561600,#ETH,32,3,165
1674558000,#ETH,33,4,163
1674554400,#ETH,23,5,172
1674550800,#ETH,27,1,172
1674547200,#ETH,32,1,167
1674543600,#ETH,37,3,160
1674540000,#ETH,23,4,173
1674536400,#ETH,27,4,169
1674532800,#ETH,28,2,166
1674529200,#ETH,24,5,171
1674525600,#ETH,18,6,176
1674522000,#ETH,24,5,171
1674518400,#ETH,18,7,175
1674514800,#ETH,40,1,159
1674511200,#ETH,36,2,162
1674507600,#ETH,34,10,156
1674504000,#ETH,25,4,171
1674500400,#ETH,26,5,169
1674496800,#ETH,26,1,173
1674493200,#ETH,33,5,162
1674489600,#ETH,30,6,164
1674486000,#ETH,34,6,160
1674482400,#ETH,24,3,173
1674478800,#ETH,21,3,176
1674475200,#ETH,20,4,176
1674471600,#ETH,22,3,175
1674468000,#ETH,31,1,168
1674464400,#ETH,28,0,172
1674460800,#ETH,18,1,181
1674457200,#ETH,40,1,159
1674453600,#ETH,22,1,177
1674450000,#ETH,24,4,172
1674446400,#ETH,21,0,179
1674442800,#ETH,20,1,179
1674439200,#ETH,22,2,176
1674435600,#ETH,26,5,169
1674432000,#ETH,22,3,175
1674428400,#ETH,27,3,170
1674424800,#ETH,26,5,169
1674421200,#ETH,24,3,173
1674417600,#ETH,34,2,164
1674414000,#ETH,32,5,163
1674410400,#ETH,25,1,174
1674406800,#ETH,25,5,170
1674403200,#ETH,31,7,162
1674399600,#ETH,20,5,175
1674396000,#ETH,30,3,167
1674392400,#ETH,27,2,171
1674388800,#ETH,30,4,166
1674385200,#ETH,19,2,179
1674381600,#ETH,18,2,180
1674378000,#ETH,23,3,174
1674374400,#ETH,25,3,172
1674370800,#ETH,27,2,171
1674367200,#ETH,23,2,175
1674363600,#ETH,15,2,163
1674360000,#ETH,27,3,170
1674356400,#ETH,18,3,177
1674352800,#ETH,19,8,173
1674349200,#ETH,36,2,162
1674345600,#ETH,21,3,176
1674342000,#ETH,31,4,165
1674338400,#ETH,22,4,174
1674334800,#ETH,24,4,172
1674331200,#ETH,34,2,164
1674327600,#ETH,27,4,169
1674324000,#ETH,23,4,173
1674320400,#ETH,27,3,170
1674316800,#ETH,21,6,173
1674313200,#ETH,27,0,173
1674309600,#ETH,16,4,180
1674306000,#ETH,19,2,179
1674302400,#ETH,21,5,174
1674298800,#ETH,16,3,181
1674295200,#ETH,21,2,177
1674291600,#ETH,28,3,169
1674288000,#ETH,35,3,162
1674284400,#ETH,24,0,176
1674280800,#ETH,22,4,174
1674277200,#ETH,16,0,184
1674273600,#ETH,29,2,162
1674270000,#ETH,22,3,175
1674266400,#ETH,17,1,182
1674262800,#ETH,18,2,180
1674259200,#ETH,11,4,185
1674255600,#ETH,25,4,171
1674252000,#ETH,27,1,172
1674248400,#ETH,24,4,172
1674244800,#ETH,29,5,166
1674241200,#ETH,27,4,169
1674237600,#ETH,24,2,174
1674234000,#ETH,21,2,177
1674230400,#ETH,34,2,164
1674226800,#ETH,26,3,171
1674223200,#ETH,35,3,162
1674219600,#ETH,25,0,175
1674216000,#ETH,27,2,171
1674212400,#ETH,31,0,169
1674208800,#ETH,22,2,176
1674205200,#ETH,17,2,181
1674201600,#ETH,16,2,182
1674198000,#ETH,25,3,172
1674194400,#ETH,25,2,173
1674190800,#ETH,26,0,174
1674187200,#ETH,20,1,179
1674183600,#ETH,16,3,181
1674180000,#ETH,20,2,178
1674176400,#ETH,27,4,169
1674172800,#ETH,34,2,164
1674169200,#ETH,37,1,162
1674165600,#ETH,40,4,156
1674162000,#ETH,32,6,162
1674158400,#ETH,32,4,164
1674154800,#ETH,20,1,179
1674151200,#ETH,24,2,174
1674147600,#ETH,27,3,170
1674144000,#ETH,29,2,169
1674140400,#ETH,27,6,167
1674136800,#ETH,36,2,162
1674133200,#ETH,23,1,176
1674129600,#ETH,30,7,163
1674126000,#ETH,16,2,182
1674122400,#ETH,20,3,177
1674118800,#ETH,19,2,179
1674115200,#ETH,16,2,182
1674111600,#ETH,23,0,177
1674108000,#ETH,18,5,177
1674104400,#ETH,18,3,179
1674100800,#ETH,28,4,168
1674097200,#ETH,18,7,175
1674093600,#ETH,19,0,181
1674090000,#ETH,10,6,184
1674086400,#ETH,15,5,180
1674082800,#ETH,37,6,157
1674079200,#ETH,31,7,162
1674075600,#ETH,26,1,173
1674072000,#ETH,19,4,177
1674068400,#ETH,19,2,179
1674064800,#ETH,21,8,171
1674061200,#ETH,25,6,169
1674057600,#ETH,9,0,191
1674054000,#ETH,21,2,177
1674050400,#ETH,29,1,170
1674046800,#ETH,22,2,176
1674043200,#ETH,35,0,165
1674039600,#ETH,27,5,168
1674036000,#ETH,16,0,184
1674032400,#ETH,18,1,181
1674028800,#ETH,31,1,168
1674025200,#ETH,16,2,182
1674021600,#ETH,13,3,184
1674018000,#ETH,20,4,176
1674014400,#ETH,20,3,177
1674010800,#ETH,19,5,176
1674007200,#ETH,20,1,175
1674003600,#ETH,17,1,182
1674000000,#ETH,11,1,188
1673996400,#ETH,34,3,163
1673992800,#ETH,28,1,171
1673989200,#ETH,18,4,178
1673985600,#ETH,40,5,155
1673982000,#ETH,22,3,175
1673978400,#ETH,21,1,178
1673974800,#ETH,25,6,169
1673971200,#ETH,39,1,160
1673967600,#ETH,31,5,164
1673964000,#ETH,26,5,169
1673960400,#ETH,18,3,179
1673956800,#ETH,24,4,172
1673953200,#ETH,20,4,176
1673949600,#ETH,21,6,173
1673946000,#ETH,24,2,174
1673942400,#ETH,16,5,179
1673938800,#ETH,15,1,184
1673935200,#ETH,23,5,172
1673931600,#ETH,23,5,172
1673928000,#ETH,18,0,182
1673924400,#ETH,24,3,173
1673920800,#ETH,26,2,161
1673917200,#ETH,22,1,177
1673913600,#ETH,28,5,167
1673910000,#ETH,28,3,169
1673906400,#ETH,29,2,169
1673902800,#ETH,30,3,167
1673899200,#ETH,26,8,166
1673895600,#ETH,22,4,174
1673892000,#ETH,21,1,178
1673888400,#ETH,23,4,173
1673884800,#ETH,23,4,173
1673881200,#ETH,27,4,169
1673877600,#ETH,30,5,165
1673874000,#ETH,21,4,175
1673870400,#ETH,37,3,160
1673866800,#ETH,33,4,163
1673863200,#ETH,31,4,165
1673859600,#ETH,23,4,173
1673856000,#ETH,30,4,166
1673852400,#ETH,19,2,179
1673848800,#ETH,18,3,179
1673845200,#ETH,29,2,169
1673841600,#ETH,26,2,172
1673838000,#ETH,22,1,177
1673834400,#ETH,21,3,176
1673830800,#ETH,16,5,179
1673827200,#ETH,32,5,163
1673823600,#ETH,26,2,172
1673820000,#ETH,26,5,169
1673816400,#ETH,39,2,159
1673812800,#ETH,33,2,165
1673809200,#ETH,31,3,166
1673805600,#ETH,24,3,173
1673802000,#ETH,24,1,175
1673798400,#ETH,30,5,165
1673794800,#ETH,24,3,173
1673791200,#ETH,31,1,168
1673787600,#ETH,26,2,172
1673784000,#ETH,21,4,175
1673780400,#ETH,28,2,170
1673776800,#ETH,36,2,162
1673773200,#ETH,25,2,173
1673769600,#ETH,18,3,179
1673766000,#ETH,34,2,164
1673762400,#ETH,22,4,174
1673758800,#ETH,18,2,136
1673755200,#ETH,20,2,178
1673751600,#ETH,22,7,171
1673748000,#ETH,21,5,174
1673744400,#ETH,29,1,170
1673740800,#ETH,20,2,178
1673737200,#ETH,28,6,166
1673733600,#ETH,31,8,161
1673730000,#ETH,31,4,165
1673726400,#ETH,24,2,174
1673722800,#ETH,29,2,169
1673719200,#ETH,34,3,163
1673715600,#ETH,33,5,162
1673712000,#ETH,23,7,170
1673708400,#ETH,29,9,162
1673704800,#ETH,31,3,166
1673701200,#ETH,19,6,175
1673697600,#ETH,23,4,173
1673694000,#ETH,38,0,162
1673690400,#ETH,26,5,169
1673686800,#ETH,21,3,176
1673683200,#ETH,18,6,176
1673679600,#ETH,33,4,163
1673676000,#ETH,24,3,173
1673672400,#ETH,24,4,172
1673668800,#ETH,31,6,163
1673665200,#ETH,31,9,160
1673661600,#ETH,26,5,169
1673658000,#ETH,33,10,157
1673654400,#ETH,18,7,175
1673650800,#ETH,38,4,158
1673647200,#ETH,25,6,169
1673643600,#ETH,27,6,167
1673640000,#ETH,20,4,176
1673636400,#ETH,35,7,158
1673632800,#ETH,23,3,174
1673629200,#ETH,33,6,161
1673625600,#ETH,28,3,169
1673622000,#ETH,22,4,174
1673618400,#ETH,32,3,165
1673614800,#ETH,25,2,173
1673611200,#ETH,28,1,171
1673607600,#ETH,23,1,176
1673604000,#ETH,19,4,177
1673600400,#ETH,18,4,178
1673596800,#ETH,18,6,176
1673593200,#ETH,27,2,171
1673589600,#ETH,22,6,163
1673586000,#ETH,29,6,165
1673582400,#ETH,26,5,169
1673578800,#ETH,29,0,171
1673575200,#ETH,30,2,168
1673571600,#ETH,24,3,173
1673568000,#ETH,28,5,167
1673564400,#ETH,30,4,166
1673560800,#ETH,28,6,166
1673557200,#ETH,31,3,166
1673553600,#ETH,30,2,168
1673550000,#ETH,24,3,173
1673546400,#ETH,28,5,167
1673542800,#ETH,20,2,178
1673539200,#ETH,21,2,177
1673535600,#ETH,23,6,171
1673532000,#ETH,21,2,177
1673528400,#ETH,23,3,174
1673524800,#ETH,24,4,172
1673521200,#ETH,25,3,172
1673517600,#ETH,21,2,177
1673514000,#ETH,20,1,179
1673510400,#ETH,11,2,187
1673506800,#ETH,25,5,170
1673503200,#ETH,20,4,176
1673499600,#ETH,30,3,167
1673496000,#ETH,24,7,169
1673492400,#ETH,26,3,171
1673488800,#ETH,35,6,159
1673485200,#ETH,22,4,174
1673481600,#ETH,29,11,160
1673478000,#ETH,24,6,170
1673474400,#ETH,25,2,173
1673470800,#ETH,28,0,172
1673467200,#ETH,33,2,165
1673463600,#ETH,31,8,161
1673460000,#ETH,27,0,173
1673456400,#ETH,23,5,172
1673452800,#ETH,30,2,168
1673449200,#ETH,26,5,169
1673445600,#ETH,27,4,169
1673442000,#ETH,21,1,178
1673438400,#ETH,29,5,166
1673434800,#ETH,22,1,177
1673431200,#ETH,18,2,180
1673427600,#ETH,13,2,185
1673424000,#ETH,29,5,166
1673420400,#ETH,23,0,177
1673416800,#ETH,16,1,183
1673413200,#ETH,18,4,178
1673409600,#ETH,6,1,193
1673406000,#ETH,10,3,187
1673402400,#ETH,21,1,178
1673398800,#ETH,18,0,182
1673395200,#ETH,26,2,172
1673391600,#ETH,31,3,166
1673388000,#ETH,26,2,172
1673384400,#ETH,20,4,176
1673380800,#ETH,20,5,175
1673377200,#ETH,20,1,179
1673373600,#ETH,19,3,178
1673370000,#ETH,15,4,181
1673366400,#ETH,17,3,180
1673362800,#ETH,17,3,180
1673359200,#ETH,21,4,175
1673355600,#ETH,20,2,178
1673352000,#ETH,17,3,180
1673348400,#ETH,23,2,175
1673344800,#ETH,19,3,178
1673341200,#ETH,9,0,191
1673337600,#ETH,25,2,173
1673334000,#ETH,20,4,176
1673330400,#ETH,19,2,179
1673326800,#ETH,12,5,183
1673323200,#ETH,26,6,168
1673319600,#ETH,10,1,189
1673316000,#ETH,16,2,182
1673312400,#ETH,18,1,181
1673308800,#ETH,22,4,174
1673305200,#ETH,22,15,163
1673301600,#ETH,16,12,172
1673298000,#ETH,20,12,168
1673294400,#ETH,20,13,167
1673290800,#ETH,22,10,168
1673287200,#ETH,21,3,176
1673283600,#ETH,17,6,177
1673280000,#ETH,33,3,164
1673276400,#ETH,27,1,172
1673272800,#ETH,28,1,171
1673269200,#ETH,25,1,174
1673265600,#ETH,27,0,173
1673262000,#ETH,15,1,184
1673258400,#ETH,21,3,176
1673254800,#ETH,17,2,181
1673251200,#ETH,21,1,178
1673247600,#ETH,26,2,172
1673244000,#ETH,15,3,182
1673240400,#ETH,14,5,181
1673236800,#ETH,20,3,177
1673233200,#ETH,13,8,179
1673229600,#ETH,17,7,176
1673226000,#ETH,9,4,187
1673222400,#ETH,14,7,179
1673218800,#ETH,20,4,176
1673215200,#ETH,23,0,177
1673211600,#ETH,19,3,178
1673208000,#ETH,29,5,166
1673204400,#ETH,22,5,173
1673200800,#ETH,28,4,168
1673197200,#ETH,27,2,171
1673193600,#ETH,20,3,177
1673190000,#ETH,23,2,175
1673186400,#ETH,26,1,173
1673182800,#ETH,17,1,182
1673179200,#ETH,21,0,179
1673175600,#ETH,24,2,174
1673172000,#ETH,16,2,182
1673168400,#ETH,16,1,183
1673164800,#ETH,26,3,171
1673161200,#ETH,13,0,187
1673157600,#ETH,12,3,185
1673154000,#ETH,22,1,177
1673150400,#ETH,13,2,185
1673146800,#ETH,13,6,181
1673143200,#ETH,18,3,179
1673139600,#ETH,16,1,183
1673136000,#ETH,23,2,175
1673132400,#ETH,20,6,174
1673128800,#ETH,25,0,175
1673125200,#ETH,13,2,185
1673121600,#ETH,21,6,173
1673118000,#ETH,23,2,175
1673114400,#ETH,30,1,169
1673110800,#ETH,25,1,174
1673107200,#ETH,17,4,179
1673103600,#ETH,25,1,174
1673100000,#ETH,19,2,179
1673096400,#ETH,19,1,180
1673092800,#ETH,10,3,187
1673089200,#ETH,22,1,177
1673085600,#ETH,19,1,180
1673082000,#ETH,18,3,179
1673078400,#ETH,17,3,180
1673074800,#ETH,17,3,180
1673071200,#ETH,11,2,187
1673067600,#ETH,22,1,177
1673064000,#ETH,18,1,181
1673060400,#ETH,18,0,182
1673056800,#ETH,20,1,179
1673053200,#ETH,15,3,182
1673049600,#ETH,17,2,181
1673046000,#ETH,17,3,180
1673042400,#ETH,26,4,170
1673038800,#ETH,21,2,177
1673035200,#ETH,30,2,168
1673031600,#ETH,21,3,176
1673028000,#ETH,25,4,171
1673024400,#ETH,25,5,170
1673020800,#ETH,25,2,173
1673017200,#ETH,29,5,166
1673013600,#ETH,30,4,166
1673010000,#ETH,35,1,164
1673006400,#ETH,20,1,179
1673002800,#ETH,21,0,179
1672999200,#ETH,22,1,177
1672995600,#ETH,12,4,184
1672992000,#ETH,21,3,176
1672988400,#ETH,16,4,180
1672984800,#ETH,12,2,186
1672981200,#ETH,19,2,179
1672977600,#ETH,21,0,179
1672974000,#ETH,14,4,182
1672970400,#ETH,19,3,178
1672966800,#ETH,15,1,184
1672963200,#ETH,14,1,185
1672959600,#ETH,19,1,180
1672956000,#ETH,24,6,170
1672952400,#ETH,17,3,180
1672948800,#ETH,26,3,171
1672945200,#ETH,21,5,174
1672941600,#ETH,24,0,176
1672938000,#ETH,17,5,178
1672934400,#ETH,22,8,170
1672930800,#ETH,25,4,171
1672927200,#ETH,22,5,173
1672923600,#ETH,26,7,167
1672920000,#ETH,19,4,177
1672916400,#ETH,19,2,179
1672912800,#ETH,23,1,176
1672909200,#ETH,29,5,166
1672905600,#ETH,19,3,178
1672902000,#ETH,22,1,177
1672898400,#ETH,19,1,180
1672894800,#ETH,16,2,182
1672891200,#ETH,24,3,173
1672887600,#ETH,14,3,183
1672884000,#ETH,20,3,177
1672880400,#ETH,18,2,180
1672876800,#ETH,20,3,177
1672873200,#ETH,22,3,175
1672869600,#ETH,23,7,170
1672866000,#ETH,27,5,168
1672862400,#ETH,21,3,176
1672858800,#ETH,18,0,182
1672855200,#ETH,26,2,172
1672851600,#ETH,20,0,180
1672848000,#ETH,26,3,171
1672844400,#ETH,20,2,178
1672840800,#ETH,28,2,170
1672837200,#ETH,23,4,173
1672833600,#ETH,18,0,182
1672830000,#ETH,17,1,182
1672826400,#ETH,24,1,175
1672822800,#ETH,16,2,182
1672819200,#ETH,16,5,179
1672815600,#ETH,27,4,169
1672812000,#ETH,12,5,183
1672808400,#ETH,17,4,179
1672804800,#ETH,22,1,177
1672801200,#ETH,14,1,185
1672797600,#ETH,18,2,180
1672794000,#ETH,21,7,172
1672790400,#ETH,24,6,170
1672786800,#ETH,18,5,177
1672783200,#ETH,25,3,172
1672779600,#ETH,19,3,178
1672776000,#ETH,27,5,168
1672772400,#ETH,24,1,175
1672768800,#ETH,21,7,172
1672765200,#ETH,28,2,170
1672761600,#ETH,23,2,175
1672758000,#ETH,13,2,185
1672754400,#ETH,18,8,174
1672750800,#ETH,16,2,182
1672747200,#ETH,25,1,174
1672743600,#ETH,24,5,171
1672740000,#ETH,18,3,179
1672736400,#ETH,38,2,160
1672732800,#ETH,29,2,169
1672729200,#ETH,21,6,173
1672725600,#ETH,21,4,175
1672722000,#ETH,21,3,170
1672718400,#ETH,21,4,175
1672714800,#ETH,29,1,170
1672711200,#ETH,21,2,167
1672707600,#ETH,23,3,174
1672704000,#ETH,15,4,181
1672700400,#ETH,16,1,183
1672696800,#ETH,28,3,169
1672693200,#ETH,18,5,177
1672689600,#ETH,29,1,170
1672686000,#ETH,28,1,171
1672682400,#ETH,33,2,165
1672678800,#ETH,18,1,181
1672675200,#ETH,25,4,171
1672671600,#ETH,27,3,170
1672668000,#ETH,30,5,165
1672664400,#ETH,28,4,168
1672660800,#ETH,35,1,164
1672657200,#ETH,31,3,166
1672653600,#ETH,22,2,176
1672650000,#ETH,26,1,173
1672646400,#ETH,24,3,173
1672642800,#ETH,21,5,174
1672639200,#ETH,20,0,148
1672635600,#ETH,24,4,166
1672632000,#ETH,16,1,165
1672628400,#ETH,14,1,165
1672624800,#ETH,19,2,179
1672621200,#ETH,19,3,178
1672617600,#ETH,21,5,174
1672614000,#ETH,31,7,162
1672610400,#ETH,25,8,167
1672606800,#ETH,32,3,165
1672603200,#ETH,29,3,168
1672599600,#ETH,28,1,171
1672596000,#ETH,37,1,162
1672592400,#ETH,23,2,175
1672588800,#ETH,31,6,163
1672585200,#ETH,44,3,153
1672581600,#ETH,29,2,169
1672578000,#ETH,27,1,172
1672574400,#ETH,30,3,167
1672570800,#ETH,23,4,173
1672567200,#ETH,21,2,177
1672563600,#ETH,29,2,169
1672560000,#ETH,16,4,180
1672556400,#ETH,20,2,178
1672552800,#ETH,25,1,158
1672549200,#ETH,23,0,177
1672545600,#ETH,23,1,153
1672542000,#ETH,29,3,168
1672538400,#ETH,15,1,184
1672534800,#ETH,24,4,172
1672531200,#ETH,32,5,163
1672527600,#ETH,22,4,174
1672524000,#ETH,19,2,179
1672520400,#ETH,35,2,163
1672516800,#ETH,29,5,166
1672513200,#ETH,32,2,166
1672509600,#ETH,31,3,166
1672506000,#ETH,25,6,169
1672502400,#ETH,28,6,166
1672498800,#ETH,33,2,165
1672495200,#ETH,22,4,174
1672491600,#ETH,22,1,177
1672488000,#ETH,33,4,163
1672484400,#ETH,20,4,176
1672480800,#ETH,22,4,174
1672477200,#ETH,27,2,171
1672473600,#ETH,18,1,181
1672470000,#ETH,30,0,170
1672466400,#ETH,25,5,170
1672462800,#ETH,20,1,179
1672459200,#ETH,24,4,172
1672455600,#ETH,19,3,178
1672452000,#ETH,26,1,173
1672448400,#ETH,14,0,186
1672444800,#ETH,14,5,181
1672441200,#ETH,28,2,170
1672437600,#ETH,31,3,166
1672434000,#ETH,26,7,167
1672430400,#ETH,25,1,174
1672426800,#ETH,24,6,170
1672423200,#ETH,25,2,173
1672419600,#ETH,26,4,170
1672416000,#ETH,16,5,179
1672412400,#ETH,26,4,170
1672408800,#ETH,35,3,162
1672405200,#ETH,26,1,173
1672401600,#ETH,19,1,180
1672398000,#ETH,18,2,180
1672394400,#ETH,22,2,176
1672390800,#ETH,33,6,161
1672387200,#ETH,18,2,180
1672383600,#ETH,22,2,176
1672380000,#ETH,8,2,190
1672376400,#ETH,18,1,181
1672372800,#ETH,17,6,177
1672369200,#ETH,23,4,173
1672365600,#ETH,16,4,180
1672362000,#ETH,23,4,173
1672358400,#ETH,17,4,179
1672354800,#ETH,26,5,169
1672351200,#ETH,21,3,176
1672347600,#ETH,19,3,178
1672344000,#ETH,19,3,178
1672340400,#ETH,22,2,176
1672336800,#ETH,20,4,176
1672333200,#ETH,21,2,177
1672329600,#ETH,21,1,178
1672326000,#ETH,15,2,183
1672322400,#ETH,21,2,177
1672318800,#ETH,25,8,167
1672315200,#ETH,19,5,176
1672311600,#ETH,22,3,175
1672308000,#ETH,22,3,175
