,Timestamp,Open,High,Low,close,Volume_(BTC),Volume_(Currency),Weighted_Price
281342,1342198440,7.62,7.62,7.62,7.62,11.6,88.392,7.62
281354,1342199160,7.62,7.62,7.62,7.62,3.1621361,24.095477082,7.62
281356,1342199280,7.63,7.65,7.63,7.65,79.97741897,611.03373765,7.6400782311
281360,1342199520,7.65,7.65,7.65,7.65,3.1621361,24.190341165,7.65
281366,1342199880,7.66,7.66,7.66,7.66,12.6470904,96.876712464,7.66
281371,1342200180,7.6,7.6,7.6,7.6,0.2,1.52,7.6
281375,1342200420,7.67,7.67,7.67,7.67,3.56220782,27.322133979,7.67
281379,1342200660,7.67,7.67,7.67,7.67,28.4208492,217.98791336,7.67
281380,1342200720,7.68,7.68,7.68,7.68,46.21009334,354.89351685,7.68
281384,1342200960,7.62,7.69,7.62,7.69,3.16764479,24.248324561,7.655001166
281387,1342201140,7.69,7.69,7.69,7.69,15.71391416,120.83999989,7.69
281388,1342201200,7.69,7.69,7.69,7.69,7.12126433,54.762522698,7.69
281399,1342201860,7.6,7.6,7.6,7.6,2.15131578,16.349999928,7.6
281406,1342202280,7.59,7.59,7.59,7.59,1.35,10.2465,7.59
281421,1342203180,7.59,7.59,7.56,7.56,19.2676704,145.87197248,7.5708152284
281422,1342203240,7.55,7.55,7.55,7.55,7.18387484,54.238255042,7.55
281434,1342203960,7.6,7.6,7.6,7.6,15.1286,114.97736,7.6
281496,1342207680,7.6,7.6,7.6,7.6,19.6548971,149.37721796,7.6
281527,1342209540,7.65,7.65,7.65,7.65,1.95163399,14.930000023,7.65
281533,1342209900,7.65,7.65,7.65,7.65,7.93464052,60.699999978,7.65
281692,1342219440,7.59,7.59,7.59,7.59,34.7834971,264.00674299,7.59
281700,1342219920,7.59,7.59,7.59,7.59,10.8458498,82.319999982,7.59
281719,1342221060,7.59,7.59,7.59,7.59,0.17654809,1.3400000031,7.59
282083,1342242900,7.58,7.58,7.57,7.57,118.5242722,898.18436191,7.5780626638
282084,1342242960,7.56,7.56,7.55,7.55,6.3242722,47.779876471,7.555
282094,1342243560,7.54,7.54,7.54,7.54,3.01374982,22.723673643,7.54
282269,1342254060,7.54,7.54,7.54,7.54,10.0,75.4,7.54
282270,1342254120,7.54,7.54,7.54,7.54,1.0,7.54,7.54
282271,1342254180,7.54,7.54,7.54,7.54,3.0,22.62,7.54
282272,1342254240,7.54,7.54,7.54,7.54,1.0,7.54,7.54
282273,1342254300,7.54,7.54,7.54,7.54,2.0,15.08,7.54
282274,1342254360,7.54,7.54,7.54,7.54,3.0,22.62,7.54
282275,1342254420,7.54,7.54,7.54,7.54,3.0,22.62,7.54
282276,1342254480,7.54,7.54,7.54,7.54,1.0,7.54,7.54
282277,1342254540,7.54,7.54,7.54,7.54,51.80326549,390.59662179,7.54
282287,1342255140,7.55,7.55,7.55,7.55,6.80326549,51.36465445,7.55
282295,1342255620,7.53,7.53,7.53,7.53,24.0,180.72,7.53
282298,1342255800,7.53,7.53,7.53,7.53,7.0,52.71,7.53
282444,1342264560,7.53,7.53,7.53,7.53,0.5,3.765,7.53
282469,1342266060,7.53,7.53,7.53,7.53,6.1,45.933,7.53
282470,1342266120,7.53,7.53,7.53,7.53,0.61406146,4.6238827938,7.53
282523,1342269300,7.53,7.53,7.51,7.51,53.2,400.04674433,7.5196756453
282560,1342271520,7.51,7.51,7.51,7.51,1.0,7.51,7.51
282593,1342273500,7.51,7.51,7.51,7.51,14.0,105.14,7.51
282615,1342274820,7.51,7.51,7.51,7.51,0.55,4.1305,7.51
282639,1342276260,7.55,7.55,7.55,7.55,0.5,3.775,7.55
282824,1342287360,7.55,7.55,7.55,7.55,10.0,75.5,7.55
282891,1342291380,7.51,7.51,7.51,7.51,0.6,4.506,7.51
282892,1342291440,7.5,7.5,7.5,7.5,22.57821186,169.33658895,7.5
282893,1342291500,7.49,7.49,7.49,7.49,3.1621361,23.684399389,7.49
282902,1342292040,7.48,7.48,7.48,7.48,5.5614091,41.599340068,7.48
282903,1342292100,7.46,7.46,7.46,7.46,14.61429657,109.02265241,7.46
282904,1342292160,7.45,7.45,7.45,7.45,8.78190033,65.425157458,7.45
282905,1342292220,7.44,7.44,7.44,7.44,33.56204604,249.70162254,7.44
283004,1342298160,7.55,7.55,7.55,7.55,224.21827128,1692.8479482,7.55
283008,1342298400,7.5,7.5,7.5,7.5,2.26361388,16.9771041,7.5
283014,1342298760,7.56,7.57,7.56,7.57,25.92732943,196.15339278,7.5655070189
283087,1342303140,7.58,7.58,7.58,7.58,9.91292876,75.140000001,7.58
283126,1342305480,7.54,7.54,7.54,7.54,1.18832891,8.9599999814,7.54
283155,1342307220,7.53,7.53,7.53,7.53,1.18832891,8.9481166923,7.53
283156,1342307280,7.52,7.52,7.51,7.51,4.81167109,36.166577317,7.5164275863
283169,1342308060,7.55,7.55,7.55,7.55,4.28107202,32.322093751,7.55
283180,1342308720,7.55,7.55,7.55,7.55,18.85714,142.371407,7.55
283188,1342309200,7.55,7.55,7.55,7.55,6.44,48.622,7.55
283196,1342309680,7.55,7.55,7.55,7.55,1.43304877,10.819518214,7.55
283236,1342312080,7.55,7.55,7.55,7.55,2.31905609,17.50887348,7.55
283269,1342314060,7.55,7.55,7.55,7.55,37.6,283.88,7.55
283520,1342329120,7.51,7.51,7.51,7.51,1.49398845,11.21985326,7.51
283531,1342329780,7.51,7.51,7.51,7.51,1.19440745,8.9699999495,7.51
283538,1342330200,7.5,7.5,7.5,7.5,0.74,5.55,7.5
283541,1342330380,7.5,7.5,7.5,7.5,3.668,27.51,7.5
283542,1342330440,7.5,7.5,7.5,7.5,3.668,27.51,7.5
283544,1342330560,7.5,7.5,7.5,7.5,1.20222933,9.016719975,7.5
283718,1342341000,7.49,7.49,7.49,7.49,4.5292076,33.923764924,7.49
283866,1342349880,7.49,7.49,7.49,7.49,7.84176484,58.734818652,7.49
283883,1342350900,7.5,7.5,7.5,7.5,9.27736818,69.58026135,7.5
284164,1342367760,7.5,7.5,7.5,7.5,2.33,17.475,7.5
284275,1342374420,7.49,7.49,7.49,7.49,4.27922241,32.051375851,7.49
284286,1342375080,7.47,7.47,7.46,7.46,9.84176484,73.497983355,7.4679678441
284287,1342375140,7.46,7.46,7.46,7.46,14.0,104.44,7.46
284288,1342375200,7.45,7.45,7.45,7.45,2.37901275,17.723644987,7.45
284346,1342378680,7.45,7.45,7.44,7.44,4.9877,37.152697872,7.4488637794
284383,1342380900,7.44,7.44,7.44,7.44,0.10215053,0.7599999432,7.44
284394,1342381560,7.43,7.43,7.43,7.43,6.36380066,47.283038904,7.43
284395,1342381620,7.41,7.41,7.41,7.41,29.7,220.077,7.41
284396,1342381680,7.4,7.4,7.4,7.4,23.83404881,176.37196119,7.4
284410,1342382520,7.48,7.54,7.48,7.54,71.35984702,536.05398766,7.5119834199
284412,1342382640,7.55,7.55,7.55,7.55,22.32910589,168.58474947,7.55
284480,1342386720,7.55,7.55,7.55,7.55,10.0,75.5,7.55
284514,1342388760,7.56,7.56,7.56,7.56,26.17570384,197.88832103,7.56
284515,1342388820,7.57,7.57,7.57,7.57,10.432,78.97024,7.57
284557,1342391340,7.57,7.57,7.57,7.57,10.74370384,81.329838069,7.57
284677,1342398540,7.57,7.57,7.57,7.57,5.232,39.60624,7.57
284678,1342398600,7.57,7.57,7.57,7.57,14.22606445,107.69130789,7.57
284687,1342399140,7.57,7.57,7.57,7.57,5.232,39.60624,7.57
284722,1342401240,7.57,7.57,7.57,7.57,22.574,170.88518,7.57
284742,1342402440,7.57,7.57,7.57,7.57,9.48216644,71.779999951,7.57
284849,1342408860,7.55,7.55,7.55,7.55,0.2,1.51,7.55
285007,1342418340,7.55,7.55,7.55,7.55,1.51089449,11.4072534,7.55
285082,1342422840,7.57,7.57,7.57,7.57,2.0,15.14,7.57
285179,1342428660,7.55,7.55,7.55,7.55,2.5577295,19.310857725,7.55
285180,1342428720,7.53,7.53,7.53,7.53,4.58658337,34.536972776,7.53
285230,1342431720,7.57,7.57,7.57,7.57,30.4689564,230.64999995,7.57
285252,1342433040,7.55,7.55,7.55,7.55,20.91,157.8705,7.55
285263,1342433700,7.53,7.53,7.53,7.53,120.3,905.859,7.53
285264,1342433760,7.53,7.53,7.52,7.52,28.8,216.619,7.5214930556
285265,1342433820,7.51,7.51,7.51,7.51,108.31,813.4081,7.51
285266,1342433880,7.5,7.5,7.5,7.5,50.0,375.0,7.5
285267,1342433940,7.49,7.49,7.49,7.49,0.2,1.498,7.49
285268,1342434000,7.48,7.48,7.48,7.48,12.36119006,92.461701649,7.48
285269,1342434060,7.47,7.47,7.47,7.47,25.66801734,191.74008953,7.47
285270,1342434120,7.46,7.46,7.46,7.46,6.67183156,49.771863438,7.46
285271,1342434180,7.45,7.45,7.45,7.45,0.71543624,5.329999988,7.45
285272,1342434240,7.41,7.41,7.41,7.41,0.2,1.482,7.41
285273,1342434300,7.4,7.4,7.4,7.4,10.71621621,79.299999954,7.4
285274,1342434360,7.39,7.39,7.39,7.39,0.99052774,7.3199999986,7.39
285275,1342434420,7.3,7.3,7.3,7.3,71.7,523.41,7.3
285276,1342434480,7.25,7.25,7.25,7.25,12.48,90.48,7.25
285277,1342434540,7.2,7.2,7.2,7.2,2.0,14.4,7.2
285278,1342434600,7.16,7.16,7.16,7.16,138.9972067,995.21999997,7.16
285279,1342434660,7.15,7.15,7.15,7.15,47.46342615,339.36349697,7.15
285280,1342434720,7.15,7.15,7.14,7.14,141.516148,1011.4782967,7.147440847
285286,1342435080,7.39,7.39,7.39,7.39,3.7,27.343,7.39
285299,1342435860,7.39,7.39,7.39,7.39,29.0,214.31,7.39
285301,1342435980,7.4,7.4,7.4,7.4,65.0,481.0,7.4
285302,1342436040,7.4,7.4,7.4,7.4,68.7,508.38,7.4
285305,1342436220,7.4,7.4,7.4,7.4,4.82247926,35.686346524,7.4
285310,1342436520,7.43,7.43,7.43,7.43,0.70400058,5.2307243094,7.43
285322,1342437240,7.45,7.57,7.45,7.57,31.497,237.78478609,7.5494423625
285327,1342437540,7.57,7.57,7.57,7.57,23.534,178.15238,7.57
285329,1342437660,7.44,7.44,7.44,7.44,9.97876344,74.241999994,7.44
285330,1342437720,7.44,7.44,7.44,7.44,8.0,59.52,7.44
285331,1342437780,7.44,7.44,7.44,7.44,0.2,1.488,7.44
285335,1342438020,7.44,7.57,7.44,7.57,4.292,32.253744247,7.5148518749
285341,1342438380,7.57,7.57,7.57,7.57,1.893,14.33001,7.57
285343,1342438500,7.57,7.58,7.57,7.58,31.223,236.57322101,7.5768895049
285347,1342438740,7.57,7.57,7.57,7.57,3.09775581,23.450011482,7.57
285349,1342438860,7.57,7.57,7.57,7.57,1.66578448,12.609988514,7.57
285355,1342439220,7.58,7.58,7.58,7.58,31.392,237.95136,7.58
285358,1342439400,7.58,7.58,7.58,7.58,9.304,70.52432,7.58
285360,1342439520,7.58,7.58,7.5,7.5,61.97655379,468.33811373,7.5566982204
285361,1342439580,7.5,7.5,7.5,7.5,8.93,66.975,7.5
285362,1342439640,7.5,7.5,7.5,7.5,29.72533333,222.93999998,7.5
285377,1342440540,7.5,7.5,7.5,7.5,65.803,493.5225,7.5
285378,1342440600,7.5,7.5,7.5,7.5,84.0,630.0,7.5
285379,1342440660,7.5,7.5,7.5,7.5,0.52,3.9,7.5
285380,1342440720,7.5,7.5,7.5,7.5,18.32411288,137.4308466,7.5
285383,1342440900,7.58,7.58,7.58,7.58,13.91934565,105.50864003,7.58
285394,1342441560,7.59,7.59,7.59,7.59,4.49054769,34.083256967,7.59
285406,1342442280,7.59,7.59,7.59,7.59,11.67258655,88.594931914,7.59
285434,1342443960,7.59,7.59,7.59,7.59,9.19367588,69.779999929,7.59
285436,1342444080,7.59,7.6,7.59,7.6,25.0,189.8733952,7.5949358079
285437,1342444140,7.6,7.6,7.6,7.6,4.99342105,37.94999998,7.6
285438,1342444200,7.6,7.6,7.6,7.6,25.0,190.0,7.6
285440,1342444320,7.6,7.6,7.6,7.6,0.23725782,1.803159432,7.6
285441,1342444380,7.6,7.6,7.6,7.6,66.15092622,502.74703927,7.6
285442,1342444440,7.6,7.6,7.6,7.6,28.80853214,218.94484426,7.6
285443,1342444500,7.6,7.6,7.6,7.6,25.43821594,193.33044114,7.6
285444,1342444560,7.6,7.6,7.6,7.6,2.55905,19.44878,7.6
285445,1342444620,7.6,7.6,7.6,7.6,50.0,380.0,7.6
285447,1342444740,7.6,7.6,7.6,7.6,2.64198023,20.079049748,7.6
285448,1342444800,7.61,7.61,7.61,7.61,9.35216819,71.169999926,7.61
285449,1342444860,7.61,7.61,7.61,7.61,4.99868593,38.039999927,7.61
285464,1342445760,7.59,7.59,7.59,7.59,2.81301997,21.350821572,7.59
285470,1342446120,7.59,7.59,7.59,7.59,1.46655402,11.131145012,7.59
285479,1342446660,7.59,7.59,7.59,7.59,24.0,182.16,7.59
285480,1342446720,7.59,7.59,7.59,7.59,39.5,299.805,7.59
285481,1342446780,7.58,7.58,7.58,7.58,0.03344598,0.2535205284,7.58
285494,1342447560,7.61,7.61,7.61,7.61,6.2,47.182,7.61
285505,1342448220,7.62,7.62,7.62,7.62,29.48523751,224.67750983,7.62
285508,1342448400,7.63,7.63,7.63,7.63,4.99344692,38.1,7.63
285532,1342449840,7.58,7.63,7.58,7.63,8.5,64.755,7.6182352941
285534,1342449960,7.63,7.63,7.63,7.63,6.87037131,52.420933095,7.63
285544,1342450560,7.63,7.63,7.63,7.63,0.72499336,5.5316993368,7.63
285547,1342450740,7.64,7.65,7.64,7.65,17.9,136.79709084,7.6422955776
285548,1342450800,7.65,7.65,7.65,7.65,51.6,394.74,7.65
285549,1342450860,7.65,7.65,7.65,7.65,80.98039215,619.49999995,7.65
285550,1342450920,7.65,7.65,7.65,7.65,15.0,114.75,7.65
285551,1342450980,7.65,7.66,7.65,7.66,13.09775581,100.30212779,7.6579628788
285552,1342451040,7.67,7.68,7.67,7.68,39.01296547,299.24013526,7.6702740141
285553,1342451100,7.68,7.68,7.68,7.68,26.0,199.68,7.68
285554,1342451160,7.68,7.69,7.68,7.69,53.082196,408.04396481,7.6870211778
285555,1342451220,7.7,7.7,7.7,7.7,9.98051948,76.849999996,7.7
285556,1342451280,7.7,7.7,7.7,7.7,54.59218808,420.35984822,7.7
285557,1342451340,7.7,7.7,7.7,7.7,101.93,784.861,7.7
285558,1342451400,7.7,7.72,7.7,7.72,27.5,212.17265235,7.7153691765
285559,1342451460,7.72,7.72,7.72,7.72,7.4614091,57.602078252,7.72
285560,1342451520,7.72,7.74,7.72,7.74,48.2,372.8866209,7.7362369481
285561,1342451580,7.74,7.74,7.74,7.74,60.2,465.948,7.74
285562,1342451640,7.74,7.79,7.74,7.79,40.7,316.33548463,7.7723706297
285563,1342451700,7.79,7.79,7.79,7.79,28.8,224.352,7.79
285564,1342451760,7.79,7.8,7.79,7.8,10.9,84.924,7.7911926606
285565,1342451820,7.8,7.8,7.8,7.8,2.7,21.06,7.8
285566,1342451880,7.8,7.8,7.8,7.8,25.13809967,196.07717743,7.8
285567,1342451940,7.8,7.8,7.8,7.8,75.36190033,587.82282257,7.8
285575,1342452420,7.92,7.92,7.92,7.92,58.0,459.36,7.92
285620,1342455120,7.85,7.85,7.85,7.85,14.95,117.3575,7.85
285621,1342455180,7.85,7.85,7.85,7.85,0.2,1.57,7.85
285624,1342455360,8.0,8.0,8.0,8.0,4.17921847,33.43374776,8.0
285640,1342456320,7.85,7.85,7.5,7.5,207.0,1561.6643657,7.5442722983
285657,1342457340,8.02,8.02,8.02,8.02,1.37907229,11.060159766,8.02
285659,1342457460,8.03,8.03,8.03,8.03,0.70056463,5.6255339789,8.03
285660,1342457520,8.07,8.07,8.07,8.07,0.70102524,5.6572736868,8.07
285668,1342458000,7.59,7.93,7.59,7.93,1.04879313,8.0839033741,7.7078149569
285699,1342459860,8.21,8.21,8.21,8.21,48.47868453,398.00999999,8.21
285701,1342459980,8.0,8.01,8.0,8.01,5.03,40.2444,8.0008747515
285704,1342460160,8.0,8.0,8.0,8.0,76.2,609.6,8.0
285708,1342460400,7.94,7.94,7.94,7.94,43.0,341.42,7.94
285759,1342463460,7.99,7.99,7.99,7.99,0.95869837,7.6599999763,7.99
285772,1342464240,7.99,7.99,7.99,7.99,3.86430163,30.875770024,7.99
285787,1342465140,8.05,8.05,8.05,8.05,9.39447,75.6254835,8.05
285848,1342468800,8.05,8.05,8.05,8.05,0.59378882,4.780000001,8.05
285849,1342468860,8.05,8.05,8.05,8.05,0.01174118,0.094516499,8.05
285920,1342473120,7.96,7.96,7.96,7.96,3.0,23.88,7.96
285921,1342473180,7.96,7.96,7.95,7.95,1.0,7.9540577889,7.9540577889
285923,1342473300,7.95,7.95,7.95,7.95,0.61709963,4.9059420585,7.95
285945,1342474620,7.89,7.89,7.89,7.89,10.0,78.9,7.89
285952,1342475040,7.89,7.89,7.89,7.89,6.0,47.34,7.89
285961,1342475580,7.89,7.89,7.89,7.89,2.62,20.6718,7.89
285966,1342475880,7.9,7.9,7.9,7.9,10.44779004,82.537541316,7.9
285967,1342475940,7.91,7.93,7.91,7.93,6.93573861,54.907474503,7.9166008972
286009,1342478460,7.94,7.94,7.94,7.94,6.11,48.5134,7.94
286014,1342478760,7.94,7.95,7.94,7.95,2.34,18.602594946,7.9498269002
286015,1342478820,7.95,7.95,7.95,7.95,2.62,20.829,7.95
286016,1342478880,7.95,7.95,7.95,7.95,0.28,2.226,7.95
286017,1342478940,7.95,7.96,7.95,7.96,62.09826117,493.8231763,7.9522866985
286018,1342479000,7.96,7.96,7.96,7.96,18.89775581,150.42613625,7.96
286020,1342479120,7.97,7.99,7.97,7.99,23.09775581,184.38911381,7.9829882748
286021,1342479180,7.99,8.01,7.99,8.01,56.11085744,448.86020606,7.9995249857
286023,1342479300,8.01,8.04,8.01,8.04,30.8,247.56778588,8.037915126
286025,1342479420,8.04,8.04,8.04,8.04,60.0,482.4,8.04
286026,1342479480,8.04,8.06,8.04,8.06,23.32708208,187.67173992,8.0452299726
286027,1342479540,8.07,8.09,8.07,8.09,20.6734583,167.24327139,8.0897578413
286028,1342479600,8.09,8.09,8.09,8.09,9.57685459,77.476753633,8.09
286029,1342479660,8.1,8.1,8.1,8.1,0.8103,6.56343,8.1
286030,1342479720,8.1,8.12,8.1,8.12,40.95874891,332.252488,8.1118807786
286031,1342479780,8.15,8.15,8.15,8.15,40.0,326.0,8.15
286040,1342480320,8.3,8.3,8.3,8.3,46.53646578,386.25266597,8.3
286045,1342480620,8.3,8.3,8.3,8.3,25.0,207.5,8.3
286101,1342483980,8.3,8.32,8.3,8.32,17.83042592,148.00445821,8.3006686928
286121,1342485180,8.35,8.35,8.35,8.35,5.20513,43.4628355,8.35
286122,1342485240,8.35,8.35,8.35,8.35,5.1968,43.39328,8.35
286123,1342485300,8.35,8.35,8.35,8.35,2.28678449,19.094650492,8.35
286137,1342486140,8.5,8.5,8.5,8.5,0.38294,3.25499,8.5
286144,1342486560,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286146,1342486680,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286147,1342486740,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286149,1342486860,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286150,1342486920,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286152,1342487040,8.5,8.5,8.5,8.5,5.0,42.5,8.5
286153,1342487100,8.55,8.55,8.55,8.55,0.68616797,5.8667361435,8.55
286184,1342488960,8.8,8.8,8.8,8.8,5.0,44.0,8.8
286185,1342489020,8.8,8.8,8.8,8.8,5.0,44.0,8.8
286186,1342489080,8.8,8.8,8.8,8.8,1.45545,12.80796,8.8
286187,1342489140,8.8,8.8,8.8,8.8,5.0,44.0,8.8
286188,1342489200,8.8,8.8,8.8,8.8,1.0,8.8,8.8
286190,1342489320,8.8,8.8,8.8,8.8,1.73292835,15.24976948,8.8
286194,1342489560,8.8,8.8,8.8,8.8,0.53736266,4.728791408,8.8
286200,1342489920,8.8,8.8,8.8,8.8,3.5,30.8,8.8
286213,1342490700,8.46,8.46,8.46,8.46,2.00827421,16.989999817,8.46
286215,1342490820,8.26,8.26,8.26,8.26,0.93825665,7.749999929,8.26
286216,1342490880,8.2,8.2,8.2,8.2,66.0,541.2,8.2
286217,1342490940,8.16,8.16,8.16,8.16,34.44509803,281.07199992,8.16
286221,1342491180,8.02,8.02,8.02,8.02,1.72194513,13.809999943,8.02
286256,1342493280,8.01,8.01,8.0,8.0,6.24416751,49.963140329,8.0015695046
286265,1342493820,8.04,8.04,8.04,8.04,1.75722809,14.128113844,8.04
286270,1342494120,8.08,8.08,8.08,8.08,0.25,2.02,8.08
286277,1342494540,8.25,8.25,8.25,8.25,0.24509803,2.0220587475,8.25
286278,1342494600,8.35,8.35,8.35,8.35,0.24213075,2.0217917625,8.35
286302,1342496040,7.93,7.93,7.93,7.93,42.0,333.06,7.93
286325,1342497420,8.01,8.01,8.01,8.01,1.34552331,10.777641713,8.01
286328,1342497600,8.3,8.3,8.3,8.3,5.39277108,44.759999964,8.3
286369,1342500060,7.95,7.95,7.89,7.89,131.16251603,1036.4395319,7.901949149
286370,1342500120,7.88,7.88,7.85,7.85,67.99331331,534.87137529,7.8665290637
286371,1342500180,7.85,7.85,7.83,7.83,7.49102324,58.71159976,7.8375941282
286373,1342500300,7.82,7.82,7.82,7.82,1.5467862,12.095868084,7.82
286375,1342500420,7.82,7.82,7.8,7.8,6.15096961,48.00858235,7.8050430085
286376,1342500480,7.7,7.7,7.7,7.7,8.09775581,62.352719737,7.7
286426,1342503480,7.93,8.0,7.93,8.0,18.1,144.40943381,7.9784217574
286428,1342503600,8.0,8.03,8.0,8.03,0.25157232,2.0191845849,8.0262589497
286429,1342503660,8.03,8.2,8.03,8.2,13.1,106.95000348,8.1641224027
286439,1342504260,8.2,8.25,8.2,8.25,29.7,245.02354364,8.2499509641
286452,1342505040,8.2,8.2,8.2,8.2,43.1,353.42,8.2
286460,1342505520,8.2,8.2,8.2,8.2,9.08031769,74.458605058,8.2
286466,1342505880,8.24,8.24,8.2,8.2,30.0,246.97057597,8.2323525322
286468,1342506000,8.2,8.2,8.19,8.19,5.91797265,48.497118133,8.1948871685
286469,1342506060,8.18,8.18,8.02,8.02,95.3769373,777.72605386,8.1542359807
286470,1342506120,8.01,8.24,7.87,8.24,42.56530142,340.54269005,8.0004764137
286471,1342506180,8.24,8.24,8.24,8.24,27.39229528,225.71251311,8.24
286473,1342506300,7.87,7.87,7.87,7.87,1.15456889,9.0864571643,7.87
286478,1342506600,8.0,8.0,8.0,8.0,3.02575967,24.20607736,8.0
286483,1342506900,8.05,8.05,8.01,8.01,14.86358868,119.35992129,8.0303568582
286484,1342506960,8.01,8.01,8.0,8.0,27.8,222.4026521,8.0000953992
286485,1342507020,8.0,8.0,8.0,8.0,1.99,15.92,8.0
286493,1342507500,8.0,8.0,7.96,7.96,15.60400802,124.52948819,7.9806090867
286497,1342507740,7.97,7.97,7.97,7.97,0.67769607,5.4012376779,7.97
286520,1342509120,7.95,7.95,7.95,7.95,51.4,408.63,7.95
286530,1342509720,7.97,7.97,7.97,7.97,3.46369257,27.605629783,7.97
286531,1342509780,7.98,7.98,7.98,7.98,30.0,239.4,7.98
286537,1342510140,7.97,7.97,7.97,7.97,6.05151934,48.23060914,7.97
286538,1342510200,7.98,7.98,7.98,7.98,0.61467813,4.9051314774,7.98
286543,1342510500,7.98,7.98,7.98,7.98,0.55320604,4.4145841992,7.98
286553,1342511100,7.99,7.99,7.99,7.99,3.02575967,24.175819763,7.99
286559,1342511460,8.01,8.01,8.01,8.01,3.70793008,29.700519941,8.01
286572,1342512240,8.03,8.03,8.02,8.02,15.72195275,126.20309197,8.0271893688
286580,1342512720,8.04,8.04,8.04,8.04,0.6995293,5.624215572,8.04
286581,1342512780,8.04,8.04,8.04,8.04,3.06247618,24.622308487,8.04
286582,1342512840,8.05,8.05,8.05,8.05,0.8,6.44,8.05
286596,1342513680,8.04,8.04,8.04,8.04,5.0,40.2,8.04
286607,1342514340,8.0,8.0,8.0,8.0,1.36125,10.89,8.0
286608,1342514400,7.98,7.98,7.98,7.98,4.39875,35.102025,7.98
286609,1342514460,8.04,8.04,8.04,8.04,18.79353234,151.10000001,8.04
286615,1342514820,8.04,8.04,8.04,8.04,3.02985074,24.35999995,8.04
286626,1342515480,8.04,8.04,8.04,8.04,2.12064677,17.050000031,8.04
286632,1342515840,7.98,7.98,7.98,7.98,4.49171,35.8438458,7.98
286673,1342518300,8.04,8.04,8.04,8.04,7.16722015,57.624450006,8.04
286674,1342518360,8.05,8.26,8.05,8.26,369.759,2999.4190564,8.1118216363
286680,1342518720,8.25,8.25,8.25,8.25,11.81575758,97.480000035,8.25
286687,1342519140,8.06,8.25,8.06,8.25,5.24781,43.246813454,8.2409259203
286695,1342519620,8.25,8.26,8.25,8.26,15.85,130.809,8.2529337539
286698,1342519800,8.25,8.26,8.25,8.26,14.396,118.81096,8.253053626
286700,1342519920,8.25,8.25,8.25,8.25,7.126,58.7895,8.25
286703,1342520100,8.24,8.25,8.24,8.25,20.244,166.83,8.2409602845
286708,1342520400,8.24,8.24,8.24,8.24,2.764,22.77536,8.24
286714,1342520760,8.24,8.27,8.24,8.27,26.414,217.78480572,8.2450520831
286731,1342521780,8.19,8.19,8.19,8.19,4.11684376,33.716950394,8.19
286732,1342521840,8.18,8.18,8.18,8.18,2.14115624,17.514658043,8.18
286737,1342522140,8.26,8.26,8.26,8.26,0.42615012,3.5199999912,8.26
286747,1342522740,8.2,8.2,8.2,8.2,6.06707317,49.749999994,8.2
286764,1342523760,8.2,8.2,8.2,8.2,19.988,163.9016,8.2
286772,1342524240,8.18,8.18,8.18,8.18,1.56015004,12.762027327,8.18
286783,1342524900,8.17,8.17,8.17,8.17,3.02648967,24.726420604,8.17
286784,1342524960,8.16,8.16,8.16,8.16,171.02648967,1395.5761557,8.16
286785,1342525020,8.15,8.15,8.15,8.15,281.62648967,2295.2558908,8.15
286786,1342525080,8.15,8.15,8.14,8.14,20.22648967,164.73862591,8.144696811
286787,1342525140,8.1,8.1,8.1,8.1,58.66905676,475.21935976,8.1
286788,1342525200,8.09,8.09,8.09,8.09,41.05297934,332.11860286,8.09
286789,1342525260,8.08,8.08,8.08,8.08,14.0092668,113.19487574,8.08
286790,1342525320,8.05,8.05,8.05,8.05,54.80258838,441.16083646,8.05
286791,1342525380,8.08,8.08,8.08,8.08,1.09452181,8.8437362248,8.08
286792,1342525440,8.12,8.12,8.12,8.12,3.02648967,24.57509612,8.12
286793,1342525500,8.12,8.12,8.12,8.12,3.02648967,24.57509612,8.12
286796,1342525680,8.15,8.15,8.15,8.15,3.02648967,24.66589081,8.15
286799,1342525860,8.12,8.12,8.12,8.12,3.02648967,24.57509612,8.12
286809,1342526460,8.18,8.18,8.18,8.18,15.13244835,123.7834275,8.18
286815,1342526820,8.2,8.2,8.2,8.2,16.52968025,135.54337805,8.2
286816,1342526880,8.2,8.2,8.2,8.2,15.59056988,127.84267302,8.2
286818,1342527000,8.2,8.2,8.2,8.2,2.37071107,19.439830774,8.2
286838,1342528200,8.2,8.2,8.2,8.2,44.80609756,367.40999999,8.2
286855,1342529220,8.2,8.2,8.2,8.2,18.53170731,151.95999994,8.2
286856,1342529280,8.2,8.2,8.2,8.2,0.5,4.1,8.2
286863,1342529700,8.19,8.19,8.19,8.19,0.61,4.9959,8.19
286867,1342529940,8.2,8.2,8.2,8.2,9.10121951,74.629999982,8.2
286868,1342530000,8.2,8.2,8.2,8.2,9.50121951,77.909999982,8.2
286869,1342530060,8.2,8.2,8.2,8.2,0.3,2.46,8.2
286880,1342530720,8.2,8.2,8.2,8.2,0.5,4.1,8.2
